ChamberTyp,CoverLevel,InvertDept,NodeRefere,NodeType,SewerUsage,InfCovLev,xcoord,ycoord,zcoord
Null,,,NZ41522808,J,C,"34580",441285.194,552800.88,35.76323756923
Null,,,NZ41522636,J,C,"34780",441286.084,552689.889,37.3922951827341
MH,,"700",NZ41522617,CH,C,"34780",441288,552688,37.3535487288136
MH,,"920",NZ41522710,CH,C,"34910",441289,552740,36.721832
MH,,"680",NZ41522615,CH,C,"34910",441290,552678,37.3843834745763
MH,,,NZ41522734,CH,C,"34950",441290.214,552741.364,36.6649590920015
MH,,,NZ41522736,CH,S,"34080",441291.447,552708.024,37.0758806456574
MH,,"640",NZ41522616,CH,C,"34820",441294,552684,37.2152065677966
MH,,"1490",NZ41522706,CH,C,"35080",441294,552745.5,36.489287
Null,,,NZ41522726,J,C,"34210",441297.799,552711.436,36.8615298935383
MH,,"710",NZ41523707,CH,C,"34130",441301,552707,36.8081631355932
MH,,"2500",NZ41523808,CH,C,"33810",441301.423,552800.734,35.1341047538446
MH,,"760",NZ41523704,CH,C,"34510",441303.591,552723.105,36.5166402679998
MH,,"620",NZ41523706,CH,C,"34080",441307,552701,36.6875783898305
MH,,"1150",NZ41523705,CH,C,"34130",441312.5,552703.5,36.5060127118644
MH,,,NZ41523703,CH,C,"33740",441333,552733,35.23483
MH,,,NZ41523801,CH,C,"31800",441336.5,552809,32.47539
Null,,,NZ41523809,J,C,"31360",441344.663,552811.358,31.7866606799997
MH,,,NZ41523711,CH,C,"31370",441346.922,552798.52,32.0393634399978
MH,,,NZ41523601,CH,C,"33840",441348.5,552696,35.5643353365385
MH,,,NZ41523710,CH,C,"31260",441351.681,552787.82,32.0346115199992
MH,,,NZ41523709,CH,C,"31370",441353.573,552783.565,32.0327578600037
Null,,,NZ4152A005,ATC,C,"31370",441354.871,552780.647,32.0314491000012
MH,,,NZ41523702,CH,C,"32170",441356.5,552764.5,32.44006
Null,,,NZ4152P017,PC,C,"31070",441357.238,552780.251,31.8672206999975
MH,,,NZ41523803,CH,C,"30350",441359,552815.5,30.577
MH,,,NZ41523701,CH,C,"31900",441387,552747.5,34.476
MH,,,NZ41522801,CH,C,"35500",441262.848,552859.514,35.4091516769238
MH,,,NZ41522809,CH,C,"35440",441263.87,552863.148,35.2934461538454
MH,,,NZ41522802,CH,C,"35360",441266.141,552842.706,35.6319052769228
MH,,,NZ4152P003,CH,C,"34880",441270.23,552858.606,35.1405576153847
MH,,,NZ41522902,CH,C,"33010",441271.5,552946.5,32.82434
MH,,,NZ41522804,CH,C,"35050",441272.615,552840.775,35.4200462692306
Null,,,NZ4152A003,ATC,C,"34620",441277.111,552851.413,35.0227392384637
MH,,,NZ41522903,CH,C,"30930",441279.5,552977.5,31.7417
MH,,,NZ4152P004,CH,C,"34200",441281.928,552862.808,34.597118369231
MH,,"1140",NZ41523807,CH,S,"33110",441302.5,552856,33.47689
MH,,,NZ41523802,CH,C,"32119.999999999996",441322.75,552837,32.58491
MH,,,NZ4152P005,CH,C,"30410",441327.036,552935.811,30.0332847937491
MH,,,NZ41533002,CH,C,"24190",441336.824,553017.823,24.6466621071452
MH,,,NZ41523908,CH,C,"28710",441356.356,552913.343,28.9072159687487
MH,,,NZ4152P006,CH,C,"26350",441356.423,552952.464,27.5347774999973
MH,,,NZ41523903,CH,C,"26090",441359.138,552957.514,27.0543065000035
MH,,,NZ41523906,CH,C,"28510",441364.571,552905.37,28.6134266125002
MH,,,NZ41523907,CH,C,"28100",441368.087,552908.369,28.4046976062507
MH,,,NZ41533001,CH,C,"23740",441369,553013,28.5538
MH,,,NZ41523804,CH,C,"29710",441369,552821.5,29.63104
MH,,,NZ41523901,CH,C,"24140",441373.5,552977.5,28.5374285714286
MH,,,NZ41523805,CH,C,"29270",441376,552845,28.842534375
MH,,"5000",NZ41523806,CH,C,"29090",441376,552872.5,28.48658125
Null,,,NZ41523905,J,C,"28470",441379.379,552901.346,27.949915662499
MH,,,NZ41523902,CH,C,"26240",441380.299,552920.797,27.5659857499989
Null,,,NZ41523904,CE,C,"25980",441380.497,552925.341,27.8647029999956
MH,,,NZ41534001,CH,C,"18530",441443,553004,21.557125
CSO,,"7810",NZ41534002,CH,C,"18810",441461,553015,19.2588125
MH,,,NZ41534003,CH,S,"15370",441467.5,553003.5,19.5785
MH,,,NZ41534004,CH,S,"15140",441484,553006,18.6984375
MH,,,NZ41534005,CH,S,"15380",441493.5,553016.5,18.14875
MH,,,NZ41522608,CH,C,"36950",441255,552639,38.7448188559322
MH,,,NZ41522644,CH,S,"36870",441256.153,552654.399,38.5746861186445
MH,,"900",NZ41522607,CH,C,"36830",441260,552632,38.6620889830508
MH,,,NZ41522641,CH,C,"36730",441260.797,552654.46,38.4395792060379
MH,,,NZ41522612,CH,C,"36640",441266,552644,38.3816875
MH,,"1270",NZ41522613,CH,C,"36660",441267.152,552636.575,38.4142313617588
MH,,"820",NZ41522611,CH,C,"36450",441270,552650,38.2125105932203
Null,,,NZ41522640,CE,C,"36330",441276.075,552649.668,38.0394281202332
MH,,,NZ41522639,CH,C,"36350",441278.353,552644.945,38.0153545519072
MH,,,NZ41522501,CH,C,"36750",441279,552597,37.9416428571429
MH,,,NZ41522401,CH,C,"35200",441291,552478,36.5534761904762
MH,,,NZ41522405,CH,C,"35350",441291.5,552462.5,36.4220952380952
MH,,,NZ41523508,CH,C,"36300",441302,552577.5,36.7361071428571
MH,,,NZ41523604,CH,C,"35540",441307.626,552637.777,36.895001976191
MH,,,NZ41523504,CH,C,"36390",441312.5,552520.5,35.8502142857143
MH,,,NZ41523603,CH,C,"35460",441328.5,552615.5,35.7689523809524
MH,,,NZ41523503,CH,C,"35850",441335.25,552545.75,35.5037788461538
MH,,,NZ41523501,CH,C,"34000",441340,552506.5,35.3933317307692
MH,,,NZ41523401,CH,C,"34630",441350,552479.5,35.2540657051282
MH,,,NZ41523602,CH,C,"35720",441355,552654,35.4995737179487
MH,,,NZ41523505,CH,C,"35880",441358,552564.5,35.3213445512821
MH,,,NZ41523502,CH,C,"34000",441359,552504,35.2105288461538
MH,,,NZ41523506,CH,C,"34950",441372,552550,35.1654294871795
MH,,,NZ41523507,CH,C,"35190",441372,552557.5,35.1780016025641
MH,,,NZ41523402,CH,C,"35010",441385.5,552483.5,34.9270480769231
MH,,,NZ41524401,CH,C,"34500",441409,552491,34.7187051282051
MH,,,NZ41524601,CH,C,"34450",441410.5,552625.5,34.9300641025641
MH,,,NZ41524504,CH,C,"33880",441414.5,552559.5,34.7818269230769
MH,,,NZ41524501,CH,C,"34410",441414.5,552501.5,34.6846025641026
MH,,,NZ41524503,CH,C,"33930",441421.5,552525,34.6581907051282
MH,,,NZ41524502,CH,C,"34110",441425,552502.5,34.5875721153846
MH,,,NZ41521723,CH,C,"38420",441199.737,552716.869,39.6547525921608
MH,,"760",NZ41522718,CH,C,"36230",441237,552717,38.5738506355932
MH,,"970",NZ41522716,CH,C,"37120",441223,552718,38.9706382415254
MH,,,NZ41522741,CH,S,"37990",441208.09,552718.901,39.3946731498937
MH,,,NZ41522719,CH,C,"36220",441243,552725,38.3289639830508
MH,,,NZ41522735,CH,S,"35030",441261.299,552728.04,37.7441733019995
Null,,,NZ41522729,J,C,"35030",441260.596,552728.095,37.7649664579998
MH,,"500",NZ41522708,CH,C,"34750",441277,552732,37.205216
MH,,,NZ41521729,CH,S,"39190",441181.748,552737.755,39.9905641414188
MH,,"840",NZ41522709,CH,C,"34800",441280,552738,37.02689
MH,,"820",NZ41522720,CH,C,"35910",441251,552739,37.902878
MH,,"640",NZ41522711,CH,C,"34960",441277,552742,37.061516
MH,,,NZ41522701,CH,C,"35010",441272,552743.5,37.193471
MH,,,NZ41522707,CH,C,"37430",441228.5,552745.5,38.500268
MH,,,NZ41522721,CH,C,"35900",441257,552749,37.574966
MH,,"580",NZ41522712,CH,C,"35210",441274,552751,37.024292
MH,,"750",NZ41522722,CH,C,"36610",441247,552752,37.838876
MH,,"2050",NZ41521703,CH,C,"38810",441191,552752.5,39.551003
MH,,"1410",NZ41522723,CH,C,"35890",441260,552755,37.39664
MH,,"2110",NZ41522702,CH,C,"35740",441268,552761.5,37.057619
Null,,,NZ41522730,J,C,"35880",441268.183,552766.406,36.981501314
MH,,"790",NZ41522725,CH,C,"35880",441267,552767,37.009286
MH,,"660",NZ41522724,CH,C,"36120",441263,552769,37.103354
MH,,"1850",NZ41522703,CH,C,"36890",441242,552771.5,37.712171
HC,,,NZ41522740,CH,S,"36110",441261.848,552782.303,36.9475585940007
MH,,,NZ41522733,CH,C,"35870",441268.017,552785.657,36.7099609760001
MH,,"2050",NZ41522705,CH,C,"35300",441277.5,552791.5,36.2588461538462
MH,,"2950",NZ41522803,CH,C,"36380",441253.5,552800,36.949553
Null,,,NZ41522810,CE,C,"35500",441270.541,552800.36,36.3448882769223
Null,,,NZ41522806,J,C,"34870",441280.85,552800.836,35.9333719999984
MH,,,NZ41521807,CH,C,"38580",441196.198,552809.372,38.5741633640011
MH,,,NZ41531008,CH,S,"35330",441194,553021.5,34.50984375
MH,,,NZ41532004,CH,C,"28880",441254.5,553022,29.6854583333333
MH,,,NZ41532007,CH,F,"34670",441204,553023,33.852015625
Null,,,NZ41532015,J,C,"30500",441223.651,553024.472,32.6537130625024
MH,,,NZ41531003,CH,F,"35330",441190,553024.5,34.5426875
MH,,,NZ41533003,CH,C,"24180",441342.968,553028.619,25.4664050999993
MH,,,NZ41531007,CH,S,"35590",441184.5,553033.5,34.276
MH,,,NZ41532005,CH,C,"29020",441237,553035.5,30.48975
MH,,,NZ41534006,CH,S,"14640",441498.5,553037,16.3876875
MH,,,NZ41531015,CH,S,"34090",441186,553046,33.392109375
MH,,,NZ41532003,CH,C,"23510",441294,553049.5,21.6553333333333
MH,,,NZ41531002,CH,F,"34530",441166,553050.5,34.228
MH,,,NZ41531006,CH,S,"34530",441166.5,553052.5,34.07196875
MH,,,NZ41535001,CH,S,"14950",441518,553053,16.927875
MH,,,NZ41532006,CH,C,"23330",441299,553055,23.2245833333333
MH,,,NZ41532001,CH,C,"29750",441229.5,553057,29.3652708333333
MH,,,NZ41532013,CH,C,"26900",441244.572,553064.128,27.0844418333325
MH,,,NZ41532012,CH,C,"24830",441261.205,553071.995,24.5656545833316
MH,,,NZ41532002,CH,C,"24760",441266.5,553074.5,23.829
MH,,,NZ41535002,CH,S,"14590",441534,553077,13.7975833333333
Null,,,NZ4153WC02,OF,W,"24930",441261.988,553077.5,23.985637333332
MH,,,NZ41535003,CH,S,"12560",441560,553081,14.1316666666667
MH,"11342","2619",NZ41535005,CH,S,"12370",441569.876,553088.944,12.8713466666623
MH,"3123","1200",NZ41536102,CH,S,"11220",441600.48,553106.699,2.79940416250019
Null,,,NZ41536101,OF,S,"1180",441635.349,553121.84,2.31256178125024
MH,,,NZ4153WC04,CH,W,"26500",441216,553134,28.0744583333333
MH,,,NZ4153WC03,CH,W,"27310",441196.293,553155.085,27.6931504166679
Null,,,NZ4153WC01,IN,W,"28150",441179.598,553172.935,27.3705816666646
Null,,,NZ41531104,OF,S,"28450",441174.94,553177.29,27.3038216666652
MH,,,NZ41534201,CH,C,"31950",441422,553220,30.7136458333333
MH,,"2260",NZ41531201,CH,S,"30730",441172.672,553246.717,31.2929742500015
Null,,,NZ4152P012,ZZZ,S,"40240",441163.884,552856.168,38.8938092720001
MH,,,NZ41531010,CH,S,"36960",441164.5,553016.5,35.9615923076923
MH,,,NZ41521902,CH,C,"37310",441165.175,552978.505,36.7288094230773
Z,,,NZ4152P007,PC,S,"39160",441166.084,552881,38.4694290320008
MH,,,NZ41521818,CH,S,"39980",441169.869,552855.919,38.7136359319999
Z,,,NZ4152P011,PC,F,"38990",441170.167,552880.205,38.3554969160001
Z,,,NZ4152P001,PC,F,"38990",441171.28,552884.415,38.2608278899986
MH,,,NZ4152P016,CH,C,"39130",441172.295,552876.454,38.3440649300001
MH,,,NZ41521817,CH,F,"39840",441172.328,552854.273,38.661792734
Z,,,NZ4152P010,PC,S,"38990",441173.612,552880.047,38.251998985999
MH,,,NZ4152P015,CH,F,"38870",441175.108,552879.265,38.2173061339996
MH,,,NZ41521909,CH,S,"36910",441176,552993.5,35.9939692307692
MH,,,NZ41521816,CH,C,"39020",441178.778,552871.848,38.2112120840003
Z,,,NZ4152P009,PC,S,"38390",441182.732,552880.948,37.9590493759998
MH,,,NZ4152P014,CH,C,"38610",441183.307,552878.951,37.9700926160009
Z,,,NZ4152P008,PC,F,"38060",441186.275,552883.714,37.8105247699988
MH,,,NZ41521813,CH,F,"38880",441188.492,552853.598,38.1752253559992
MH,,,NZ41521812,CH,F,"38920",441189.13,552848.099,38.2346581099992
MH,,,NZ41521814,CH,S,"38540",441190.638,552855.126,38.087381504
MH,,,NZ41521810,CH,F,"38690",441190.791,552833.907,38.3876011279991
MH,,,NZ41521811,CH,S,"38660",441193.055,552835.339,38.2975139599997
MH,,"1680",NZ41521808,CH,C,"38780",441193.293,552816.049,38.5674041839999
MH,,"1630",NZ41521809,CH,S,"38520",441195.471,552817.369,38.4815668280001
MH,,,NZ41522901,CH,C,"36120",441203.5,552908.5,36.6979307692308
MH,,,NZ41532016,CH,C,"34950",441205.985,553007.16,34.5406543076922
MH,,,NZ41532009,CH,S,"34070",441208.5,553019.5,33.8230625
MH,,"2550",NZ41532008,CH,C,"33120",441214,553016.5,33.7059375
MH,,,NZ41532014,CH,C,"32210",441239.096,553004.203,33.0824797187502
MH,,"2150",NZ41532010,CH,C,"29340",441259.165,553014.83,29.6929433333396
MH,,,NZ4152P002,CH,C,"35440",441260.718,552862.833,35.4228073307698
Null,,,NZ4152A004,ATC,C,"35440",441261.269,552861.974,35.419283646154
MH,,"960",NZ41522610,CH,C,"36280",441275,552657,38.0054788135593
MH,,"680",NZ41522624,CH,C,"37700",441226,552658,39.4164322033898
MH,,"1070",NZ41522609,CH,C,"36540",441269,552662,38.1349422669492
MH,,,NZ41521640,CH,S,"39890",441164.908,552662.24,41.1489983707629
MH,,"720",NZ41522622,CH,C,"37680",441229,552663,39.2851101694915
Null,,,NZ41522634,J,C,"36540",441267.487,552663.907,38.1618515095332
MH,,,NZ41521637,CH,C,"39740",441162.689,552665.945,41.1804008697035
MH,,"800",NZ41521626,CH,C,"38510",441199,552666,40.1277590042373
MH,,"750",NZ41522621,CH,C,"37510",441231,552668,39.1827643008475
MH,,"870",NZ41522627,CH,C,"38370",441201,552668,40.0520492584746
MH,,"820",NZ41522628,CH,C,"38200",441207,552674,39.8249200211864
MH,,"540",NZ41522620,CH,C,"37180",441240,552677,38.8420704449153
Null,,,NZ41522637,J,C,"37750",441223.672,552678.582,39.3011471557193
Null,,,NZ41522638,J,C,"37580",441225.228,552680.671,39.2375126223519
MH,,"890",NZ41522629,CH,C,"38010",441214,552682,39.5510572033898
MH,,,NZ41522645,CH,S,"37990",441212.027,552685.716,39.5752338998939
MH,,"590",NZ41522619,CH,C,"36630",441247,552686,38.5593289194915
MH,,,NZ41522642,CH,C,"37990",441214.832,552686.615,39.4859737981994
MH,,"830",NZ41522630,CH,C,"38270",441202,552688,39.845498940678
MH,,"700",NZ41522618,CH,C,"36160",441250,552691,38.4280068855932
MH,,,NZ41522737,CH,S,"37410",441216.379,552700,39.3223061689614
MH,,,NZ41522731,CH,C,"37410",441218.509,552700.96,39.2520633776481
Null,,,NZ41522727,J,C,"36190",441240.871,552701.685,38.5976613072033
MH,,"290",NZ41522715,CH,C,"35460",441258,552703,38.0896530720339
Null,,,NZ41522728,J,C,"36190",441242.897,552704.407,38.5147877542373
MH,,,NZ41522732,CH,C,"37430",441211.808,552707.657,39.3867719560375
MH,,,NZ41522738,CH,S,"37730",441208.24,552707.977,39.4873177272252
MH,,"370",NZ41522714,CH,C,"34540",441265,552710,37.8246689618644
MH,,"770",NZ41522717,CH,C,"36380",441233,552712,38.7341488347458
MH,,,NZ41522739,CH,S,"37720",441213.263,552715.209,39.2775596355936
MH,,,NZ41522713,CH,C,"34550",441268,552716,37.684468220339
MH,,"590",NZ41521515,CH,C,"39440",441179,552592,41.3643066737288
MH,,,NZ41521516,CH,C,"39700",441162,552592,41.8569014830508
Null,,,NZ41521520,J,C,"39700",441164.219,552592.241,41.7904636038137
MH,,,NZ41521517,CH,C,"39790",441157,552595,41.9751461864407
MH,,"820",NZ41521518,CH,C,"39840",441149,552599,42.1714406779661
MH,,,NZ41522504,CH,C,"38180",441221.5,552599,40.0706686970339
MH,,"800",NZ41522603,CH,C,"37740",441238,552602,39.5659258474576
MH,,,NZ41522643,CH,S,"38260",441217.821,552602.564,40.1456282950212
MH,,,NZ41521602,CH,C,"39760",441171.5,552608.5,41.4351292372881
MH,,"820",NZ41522604,CH,C,"37550",441243,552609,39.3588940677966
MH,,"490",NZ41521605,CH,C,"38940",441192,552609,40.8366784957627
MH,,"1180",NZ41522605,CH,C,"37330",441248,552615,39.1607409957627
MH,,"630",NZ41521604,CH,C,"38750",441197,552616,40.6296467161017
MH,,"1450",NZ41522606,CH,C,"37450",441240,552621,39.3392780720339
MH,,"680",NZ41522626,CH,C,"38590",441201,552622,40.460469809322
Null,,,NZ41522633,J,C,"37590",441238.132,552622.598,39.3792173739412
MH,,"680",NZ41522631,CH,C,"37970",441220,552630,39.8388930084746
MH,,,NZ41521622,CH,C,"40300",441138,552632,42.1971811440678
MH,,"680",NZ41521627,CH,C,"39460",441179,552634,40.9914009533898
MH,,"780",NZ41522625,CH,C,"38230",441211,552636,40.04640625
MH,,"750",NZ41521621,CH,C,"40540",441142,552637,42.0368829449152
Null,,,NZ41521631,J,C,"38800",441193.745,552638.381,40.5252497786014
MH,,,NZ41521603,CH,C,"40540",441140.5,552639,42.0625897775424
MH,,,NZ41522601,CH,C,"37060",441250.75,552640.5,38.854649496822
MH,,"610",NZ41521620,CH,C,"40450",441144,552641,41.9434157838983
MH,,"920",NZ41521628,CH,C,"38890",441185,552645,40.7198781779661
Null,,,NZ41522635,J,C,"38460",441200.484,552647.433,40.2496093395131
MH,,,NZ41521641,CH,S,"40840",441155.234,552648.254,41.5534913983056
MH,,,NZ41522623,CH,C,"37870",441220,552650,39.6613188559322
MH,,,NZ41521625,CH,C,"38730",441192,552654,40.4371366525424
Null,,,NZ41522632,J,C,"38300",441205.934,552654.755,40.0266793416311
MH,,,NZ41522404,CH,C,"38770",441231.5,552445,39.0900119047619
MH,,,NZ41521401,CH,C,"41640",441137.56,552445.923,43.4646609285712
MH,,,NZ41522403,CH,C,"37640",441248.5,552465.5,38.4425238095238
MH,,,NZ41522402,CH,C,"38330",441234,552481,39.2249047619048
MH,,,NZ41521503,CH,C,"40460",441183,552509,41.7917380952381
MH,,,NZ41521504,CH,C,"40000",441166,552511.5,42.455732786017
MH,,,NZ41522505,CH,C,"39230",441222.5,552516.5,40.0073095238095
MH,,,NZ41521521,CH,C,"39770",441196.809,552529.601,41.2933360952379
MH,,"520",NZ41521514,CH,C,"39690",441190,552542,41.4895042372881
MH,,"720",NZ41521513,CH,C,"39550",441196,552543,41.3067685381356
MH,,"780",NZ41521511,CH,C,"39560",441166,552547,42.1405386652542
MH,,"730",NZ41521510,CH,C,"39290",441159,552550,42.3167356991525
MH,,"890",NZ41521512,CH,C,"39730",441171,552555,41.9246281779661
MH,,,NZ41521502,CH,C,"39610",441185.499,552556.089,41.4948338453383
Null,,,NZ41521519,J,C,"39730",441173.869,552559.076,41.8053059475634
MH,,,NZ41521522,CH,C,"40380",441134.511,552561.586,42.9234643034957
MH,,"840",NZ41521509,CH,C,"40080",441136,552562,42.8766430084746
MH,,,NZ41522503,CH,C,"38580",441220.825,552564.353,40.3978481917369
MH,,,NZ41522506,CH,C,"38640",441215,552568,40.5342537076271
MH,,,NZ41521524,CH,S,"39460",441189.5,552568.533,41.2684135704444
MH,,"860",NZ41521508,CH,C,"39800",441140,552570,42.6897086864407
MH,,,NZ41521507,CH,C,"39570",441147.191,552570.188,42.4796718850641
MH,,,NZ41522512,CH,C,"38310",441225.508,552571.645,40.1974092738354
MH,,,NZ41521523,CH,C,"39800",441140.748,552573.272,42.638983383474
MH,,,NZ41522507,CH,C,"38520",441219,552575,40.3561980932203
MH,,"860",NZ41521501,CH,C,"39570",441156.5,552575,42.1672084216102
MH,,,NZ41521506,CH,C,"39620",441147.356,552578.04,42.4051752055073
MH,,,NZ41522508,CH,C,"38340",441223,552581,40.1870211864407
MH,,"1100",NZ41522509,CH,C,"38600",441211,552581,40.5347351694915
Null,,,NZ41522511,J,C,"38730",441208.78,552582.546,40.5853357743638
MH,,"840",NZ41522510,CH,C,"38550",441212,552586,40.4613654661017
MH,,,NZ41521612,CH,C,"40370",441110,552657,42.7865460805085
Null,,,NZ41521630,J,C,"40140",441113.568,552661.323,42.6447764698087
MH,,"1630",NZ41520611,CH,C,"41810",441079,552664,43.62265625
MH,,"720",NZ41521619,CH,C,"39490",441139,552664,41.8840863347458
MH,,"980",NZ41520613,CH,C,"42090",441065,552667,44.001686440678
MH,,"1140",NZ41520612,CH,C,"41880",441069,552670,43.8591456567797
MH,,,NZ41521639,CH,S,"39500",441151.038,552672.846,41.4567302097456
MH,,"850",NZ41521613,CH,C,"39280",441123,552673,42.2677966101695
MH,,,NZ41520626,CH,C,"40400",441098.151,552673.859,42.9801985307195
MH,,"540",NZ41521618,CH,C,"39380",441146,552674,41.5924661016949
MH,,"2700",NZ41520603,CH,C,"40220",441090,552680.5,43.1574197563559
MH,,"820",NZ41521617,CH,C,"39250",441152,552682,41.3475794491525
MH,,,NZ41521614,CH,C,"39070",441130,552683,41.9761763771186
MH,,,NZ41520609,CH,C,"40810",441079,552686,43.4273246822034
Null,,,NZ41520624,J,C,"40570",441081.986,552687.999,43.3230533162088
Null,,,NZ41520623,J,C,"40570",441080.881,552689.033,43.3458913951268
MH,,"900",NZ41521615,CH,C,"39000",441137,552690,41.7111922669492
MH,,,NZ41520610,CH,C,"40480",441083,552690,43.275905190678
Null,,,NZ41521632,J,C,"39010",441147.623,552690.074,41.4027214390882
Null,,,NZ41521633,J,C,"39010",441148.32,552691.13,41.3731491366523
MH,,"640",NZ41521616,CH,S,"39000",441127,552697,41.9388029661017
MH,,"960",NZ41520608,CH,C,"40900",441072,552698,43.5236133474576
MH,,,NZ41521638,CH,C,"39000",441117.182,552699.303,42.2028432929038
MH,,,NZ41521702,CH,C,"39080",441154.5,552700.5,41.1108829449153
MH,,"650",NZ41520711,CH,C,"40810",441073.513,552703.809,43.4281959968226
MH,,,NZ41521724,CH,C,"39000",441106.395,552706.891,42.4480375540254
MH,,,NZ41520712,CH,C,"40840",441067,552707,43.5885858050847
MH,,,NZ41521725,CH,C,"39190",441160.565,552709.141,40.8584215900428
MH,,"780",NZ41521712,CH,C,"39160",441103,552715,42.4744141949153
MH,,,NZ41521728,CH,S,"39360",441137.111,552725.44,41.393314514301
MH,,"820",NZ41521713,CH,C,"39530",441102,552727,42.3968458686441
MH,,,NZ41521714,CH,C,"39720",441101,552730,42.3991859110169
MH,,"470",NZ41520709,CH,C,"40100",441094,552735,42.557625529661
MH,,,NZ41521730,CH,S,"39670",441112.016,552740.627,41.985630448623
MH,,"510",NZ41520710,CH,C,"40420",441080,552743,42.8922621822034
MH,,"510",NZ41521710,CH,C,"39750",441125,552744,41.5794560381356
MH,,"730",NZ41521709,CH,C,"40130",441128,552748,41.4570127118644
MH,,,NZ41521731,CH,F,"39990",441152.487,552750.996,40.720872745232
MH,,,NZ41521727,CH,S,"39940",441156.558,552751.925,40.5946624570965
MH,,"910",NZ41521708,CH,C,"40380",441132,552752,41.305593220339
MH,,"1060",NZ41521707,CH,C,"40510",441134,552756,41.212126059322
MH,,"1480",NZ41521706,CH,C,"40630",441137,552759,41.098561440678
MH,,"720",NZ41520715,CH,C,"40640",441085,552765,42.5520497881356
MH,,"930",NZ41520714,CH,C,"40590",441090,552772,42.3450180084746
MH,,"1230",NZ41520713,CH,C,"40460",441097,552774,42.1244274364407
MH,,"2160",NZ41521711,CH,C,"41000",441135,552775,40.94699
MH,,,NZ41521704,CH,C,"41000",441140,552775,40.79348
MH,,"2150",NZ41520706,CH,C,"41400",441062.015,552778.328,43.0997315312498
MH,,"710",NZ41521722,CH,C,"40640",441108,552780,41.704094
MH,,"890",NZ41521715,CH,C,"40990",441134,552780,40.905842
MH,,"450",NZ41521721,CH,C,"40530",441104,552780,41.826902
MH,,"800",NZ41521720,CH,C,"40750",441112,552781,41.566916
MH,,"790",NZ41521719,CH,C,"40870",441116,552782,41.429738
MH,,,NZ41521705,CH,C,"40260",441162,552784,39.988706
MH,,"660",NZ41521716,CH,C,"40990",441132,552785,40.895396
MH,,"830",NZ41521718,CH,C,"40990",441122,552785,41.202416
MH,,,NZ41521726,CH,S,"40680",441156.651,552786.374,40.1188166180003
MH,,,NZ41520703,CH,C,"41340",441069.5,552786.5,42.792716
MH,,"770",NZ41521717,CH,C,"40990",441127,552789,40.991426
