ChamberTyp,CoverLevel,InvertDept,NodeRefere,NodeType,SewerUsage,InfCovLev,xcoord,ycoord,zcoord
Null,,,NZ27454763,J,F,"86350",427473.514,545723.098,88.5009562468744
MH,,"1360",NZ27454705,CH,S,"87650",427439.97,545723.5,89.3512871874992
MH,,,NZ2745P442,CH,F,"86350",427470.313,545724.652,88.5749511437494
MH,,,NZ27454751,CH,F,"88260",427420.019,545725.778,89.8474215281255
Null,,,NZ2745P445,PC,S,"86920",427461.788,545730.91,88.7620192656248
MH,,,NZ2745P191,CH,S,"86920",427462.913,545732.5,88.72593690625
Null,,,NZ27454752,J,F,"88230",427424.804,545733.795,89.6880349296872
Null,,,NZ2745A041,ATC,S,"86920",427462.126,545734.468,88.7366482000003
MH,,,NZ2745P192,CH,S,"86360",427470.58,545737.728,88.5064857312496
MH,,,NZ27454737,CH,S,"86810",427468.214,545739.621,88.5576672828128
MH,,,NZ27454727,CH,F,"88870",427435.341,545764.059,89.2775683109371
Null,,,NZ2745A039,ATC,S,"88200",427452.94,545766.274,88.819995146875
MH,,,NZ2745P188,CH,S,"87910",427456.216,545769.752,88.7203578937497
MH,,,NZ2745P429,CH,F,"90540",427396.592,545686.046,90.630037040625
Null,,,NZ2745P178,PC,S,"90550",427374.422,545697.358,91.1399327781244
MH,,,NZ27453601,CH,F,"90390",427388.591,545698.729,90.7734843578119
Null,,,NZ2745P177,PC,F,"90390",427385.237,545699.758,90.8538429343743
Null,,,NZ2745P180,PC,F,"90310",427385.637,545701.76,90.8342366250003
MH,,,NZ2745P419,CH,S,"90460",427374.263,545701.826,91.1228959781256
MH,,,NZ27453739,CH,F,"90830",427354.094,545702.204,91.6335315375003
Null,,,NZ2745A029,ATC,F,"90310",427389.362,545702.562,90.7358151593743
MH,,,NZ2745P418,CH,F,"90310",427388.599,545704.092,90.7479828312506
Null,,,NZ2745P416,PC,F,"90310",427386.638,545704.162,90.7974742843755
MH,,,NZ2745P420,CH,S,"90330",427375.406,545705.006,91.0788559781243
Null,,,NZ2745P417,PC,F,"90230",427388.906,545706.097,90.7307251515623
Null,,,NZ2745A030,ATC,S,"90330",427376.294,545707.305,91.0454504140624
Null,,,NZ2745P421,PC,F,"89770",427396.605,545713.918,90.4982293093757
MH,,,NZ2745P426,CH,S,"90430",427369.854,545714.593,91.1746878015627
MH,,,NZ2745P427,CH,S,"90590",427361.497,545717.571,91.3729600484382
Null,,,NZ2745A136,ATC,S,"90590",427360.778,545717.82,91.3900525624999
MH,,,NZ27453723,CH,F,"90310",427366.198,545762.696,91.0406621812507
MH,,,NZ2745P172,CH,F,"90500",427363.33,545770.106,91.0785729468745
MH,,,NZ2745P451,CH,S,"86740",427474.533,545692.277,88.6204557140626
MH,,,NZ2745P446,CH,F,"85880",427475.504,545705.416,88.5338071187498
Null,,,NZ2745A132,ATC,S,"86580",427478.698,545677.076,88.5863446500006
MH,,,NZ27454627,CH,S,"85880",427485.874,545677.845,88.4004018828124
MH,,,NZ2745P447,CH,F,"85160",427488.051,545708.065,88.2025390703133
Null,,,NZ2745A141,ATC,S,"85510",427489.176,545692.174,88.2489178656256
MH,,,NZ27454630,CH,S,"85150",427490.218,545692.174,88.2224445531252
MH,,,NZ27454624,CH,S,"85490",427493.05,545679.28,88.2113174687502
Null,,,NZ2745P413,PC,S,"85490",427493.255,545675.589,88.2235203265622
Null,,,NZ27455622,J,S,"84060",427508.9,545693.672,87.1341246333303
Null,,,NZ2745A135,ATC,S,"84370",427510.608,545682.621,87.3054116083312
MH,,,NZ27455613,CH,S,"84370",427511.495,545683.441,87.1906524416674
MH,,,NZ27455753,CH,S,"83470",427513.127,545703.422,86.4057878833349
Null,,,NZ27455756,J,S,"83030",427516.735,545706.356,85.9514574000005
MH,,,NZ27455619,CH,S,"84920",427521.55,545677.641,86.3585874416695
Null,,,NZ2745A134,ATC,S,"84920",427522.575,545677.026,86.2745049833336
MH,,,NZ27455604,CH,F,"84920",427523.247,545678.716,86.1543684000022
MH,,,NZ27455603,CH,F,"84230",427525.997,545688.876,85.5619824000011
MH,,,NZ2745P395,CH,F,"84200",427532.337,545686.278,85.0044452833318
Null,,,NZ2745A035,ATC,F,"82060",427535.465,545736.554,83.1280711833306
Null,,,NZ2745A036,ATC,S,"81970",427536.332,545732.726,83.1596844833331
MH,,,NZ2745P394,CH,F,"85320",427537.226,545671.154,84.9820121833315
Null,,,NZ2745P390,PC,F,"84940",427537.608,545677.723,84.7395353249993
Null,,,NZ2745A003,ATC,F,"82510",427538.342,545761.707,82.0572429249979
MH,,,NZ27455740,CH,F,"81700",427542.178,545733.746,82.5395076499972
Null,,,NZ2745P130,PC,F,"82440",427542.666,545770.079,81.3619398916632
Null,,,NZ27455725,J,F,"82000",427545.275,545763.61,81.3002169166648
MH,,"1910",NZ27455710,CH,S,"81850",427551.436,545723.685,81.9200135416662
Null,,,NZ2745P131,PC,F,"81680",427557.271,545773.312,80.4380878896653
Null,,,NZ27455726,J,F,"81590",427559.357,545767.365,80.5657968100107
MH,,,NZ27455741,CH,F,"81330",427566.255,545734.517,81.3411503094727
Null,,,NZ2745P132,PC,F,"80930",427573.962,545773.103,80.1911552411194
Null,,,NZ27455727,J,F,"80930",427574.588,545771.33,80.2291676167935
MH,,,NZ27455742,CH,F,"81120",427584.848,545735.545,81.0323122561883
MH,,,NZ27455712,CH,F,"81260",427593.287,545729.329,81.0711063525287
MH,,"1910",NZ27455713,CH,S,"81160",427593.788,545731.304,81.0106329343379
MH,,,NZ27456718,CH,S,"81060",427600.388,545729.628,80.955662622174
MH,,,NZ27456714,CH,F,"81060",427601.564,545727.014,81.0078768869759
Null,,,NZ27456709,ZZZ,F,"79610",427605.413,545759.195,80.0877876517775
MH,,,NZ2745P185,CH,F,"81550",427610.322,545706.1,81.4354788794411
MH,,,NZ27456708,CH,F,"79730",427611.41,545749.342,80.2609327610343
MH,,,NZ27456713,CH,S,"79730",427613.284,545749.272,80.2344543896666
MH,,,NZ27456624,CH,F,"84630",427613.83,545670.847,82.3265315662013
Null,,,NZ27456712,J,F,"79810",427616.311,545744.467,80.3173417970953
Null,,,NZ27456711,J,F,"79810",427616.583,545744.649,80.3083522857921
MH,,,NZ27456620,CH,S,"84130",427616.717,545670.803,82.2840304806254
Null,,,NZ27456719,J,S,"79510",427617.201,545746.488,80.2497509736272
Null,,,NZ27456710,J,S,"79510",427617.464,545746.659,80.2411922260502
MH,,,NZ27456717,CH,S,"80100",427617.793,545736.696,80.5030384913886
MH,,,NZ27456716,CH,F,"80350",427619.197,545733.655,80.5632388767487
MH,,,NZ27456626,CH,F,"81430",427622.803,545696.143,81.5133082276629
MH,,,NZ27456622,CH,S,"81550",427623.385,545693.294,81.5808031889128
Null,,,NZ2745P186,ZZZ,F,"80630",427625.554,545717.159,80.908846698601
MH,,,NZ27456625,CH,F,"82320",427627.903,545679.289,81.8875218659853
MH,,,NZ27456621,CH,S,"82320",427627.975,545677.511,81.934050008072
MH,,,NZ27456627,CH,F,"80910",427632.877,545699.986,81.257970286867
MH,,,NZ27456623,CH,S,"80910",427633.614,545696.899,81.3294941367068
MH,,,NZ2745P245,CH,S,"78210",427634.738,545763.35,79.53283185253
MH,,,NZ2745P244,CH,F,"77770",427636.144,545766.162,79.436249944026
MH,,,NZ2745P239,CH,S,"78510",427641.509,545752.618,79.7178074924643
MH,,"2100",NZ27456601,CH,F,"80680",427641.84,545687.338,81.4610949300322
Null,,,NZ2745A072,ATC,S,"78510",427641.873,545754.26,79.6683250791168
MH,,"1770",NZ27456602,CH,S,"80680",427641.9,545688.47,81.4298705059207
MH,,,NZ2745P241,CH,F,"78510",427642.878,545750.428,79.7557463735207
Null,,,NZ2745A071,ATC,F,"78510",427643.623,545753.609,79.6592828347668
MH,,,NZ27456617,CH,S,"81850",427643.76,545670.569,81.8811446178681
MH,,,NZ2745P236,CH,F,"80340",427643.928,545698.738,81.1241951625398
MH,,,NZ2745P240,CH,F,"79110",427649.632,545737.924,79.9884360107645
Null,,,NZ2745A068,ATC,F,"79620",427649.694,545706.964,80.8166527588793
MH,,,NZ2745P238,CH,S,"80140",427652.058,545690.681,81.2169690538215
MH,,,NZ2745P228,CH,F,"77180",427653.38,545772.161,79.0148121420892
MH,,,NZ2745P237,CH,F,"80370",427653.43,545689.749,81.2211714370304
Null,,,NZ2745A070,ATC,S,"79590",427657.336,545696.243,80.9881558256183
Null,,,NZ2745A069,ATC,F,"79930",427657.82,545694.779,81.0200411410123
MH,,,NZ2745P428,CH,F,"90790",427402.577,545683.776,90.4886886500005
Null,,,NZ2745P435,PC,S,"90640",427411.958,545681.721,90.2600464390628
MH,,,NZ2745P392,CH,F,"90590",427422.952,545677.415,90.0010423359376
MH,,,NZ2745P391,CH,F,"89870",427425.625,545686.734,89.8891719593747
MH,,,NZ2745P393,CH,F,"90190",427430.71,545673.82,89.8208989374992
Null,,,NZ2745A129,ATC,F,"89880",427437.525,545670.531,89.6632701734371
Null,,,NZ2745P411,PC,S,"89560",427438.206,545682.867,89.5877772921875
MH,,,NZ2745P404,CH,S,"89350",427439.384,545685.892,89.5435792374995
Null,,,NZ2745A131,ATC,S,"89240",427442.46,545684.815,89.4705100234372
MH,,,NZ2745P408,CH,S,"89090",427445.33,545678.203,89.4287841296872
Null,,,NZ27454614,J,F,"89410",427445.626,545667.052,89.4738652375001
MH,,,NZ2745P396,CH,F,"89410",427446.403,545669.242,89.4437939406254
MH,,,NZ27454617,CH,S,"88930",427447.897,545683.02,89.34084359375
MH,,,NZ27454603,CH,F,"88440",427457.707,545661.605,89.1926268515627
MH,,,NZ2745P397,CH,F,"88440",427457.784,545664.66,89.1762595625002
MH,,,NZ27454616,CH,S,"88340",427458.4,545679.792,89.0892288312493
Null,,,NZ2745P409,PC,S,"88340",427458.605,545675.179,89.105780935938
Null,,,NZ2745P410,PC,S,"87150",427465.781,545674.974,88.9244327093743
MH,,,NZ2745P407,CH,S,"87120",427469.369,545675.897,88.8289211203124
MH,,,NZ2745P398,CH,F,"86950",427471.228,545663.515,88.8400991171874
Null,,,NZ27454606,J,F,"86950",427472.026,545661.206,88.8307169156247
MH,,,NZ2745P399,CH,F,"86410",427482.38,545663.133,88.5585705828122
MH,,,NZ27454608,CH,F,"86410",427482.665,545661.18,88.5605424687503
Null,,,NZ2745P412,PC,S,"86340",427484.849,545674.154,88.4438544281254
MH,,,NZ2745P400,CH,F,"85480",427495.061,545663.82,88.23315321875
Null,,,NZ27454610,J,F,"85480",427496.844,545660.908,88.2015903250002
Null,,,NZ2745P414,PC,S,"84770",427500.535,545675.332,88.0397751437504
MH,,,NZ2745P406,CH,S,"84770",427503.302,545675.283,87.9697071921866
MH,,,NZ2745P401,CH,F,"85480",427507.054,545662.98,87.9324185
Null,,,NZ27455610,J,F,"85480",427508.824,545660.866,87.8974215718742
MH,,,NZ27455614,CH,S,"84990",427513.656,545672.105,87.3251890416655
Null,,,NZ2745A133,ATC,S,"85290",427514.681,545669.953,87.2888432416691
Null,,,NZ2745P415,PC,S,"85420",427516.321,545668.927,87.1556157583329
MH,,,NZ27455608,CH,F,"85720",427518.893,545660.689,87.1525596416681
MH,,,NZ2745P402,CH,F,"85850",427520.726,545664.659,86.8447360583313
Null,,,NZ27455612,J,F,"85850",427524.011,545662.673,86.575727908335
MH,,,NZ27455605,CH,F,"85740",427530.504,545665.73,85.8271539166657
Null,,,NZ2745A130,ATC,F,"85740",427531.956,545666.721,85.6502071083322
MH,,,NZ2745P405,CH,S,"85360",427534.057,545671.285,85.2969562083293
MH,,,NZ27457603,CH,F,"76860",427766.768,545652.467,78.735459140245
MH,,"1880",NZ27456605,CH,F,"80610",427693.431,545654.327,81.3928220022869
MH,,,NZ27457607,CH,S,"79330",427712.069,545657.47,80.6897949428349
MH,,,NZ27457605,CH,F,"78980",427717.029,545667.682,80.4309286867383
MH,,,NZ27457601,CH,F,"76490",427776.713,545681.326,78.1522418605187
MH,,,NZ27457609,CH,F,"77350",427759.283,545697.615,78.6625011089941
MH,,,NZ27457702,CH,S,"76940",427766.695,545701.061,78.3661076913108
MH,,,NZ27456729,CH,S,"78610",427670.485,545713.668,80.3225478928972
MH,,"1880",NZ27456701,CH,F,"78670",427667.907,545714.654,80.335145738967
Null,,,NZ27456730,ZZZ,S,"78470",427671.446,545715.01,80.2720674886973
MH,,"1550",NZ27456702,CH,S,"78590",427667.204,545715.713,80.3174203315392
MH,,,NZ27456727,CH,F,"78200",427680.351,545723.6,79.907284466631
MH,,,NZ27456726,CH,F,"78570",427664.33,545728.563,80.0167610279877
MH,,"2000",NZ27456703,CH,F,"78260",427672.1,545731.206,79.8284197201285
MH,,"1590",NZ27456704,CH,S,"78260",427670.936,545731.872,79.828194232509
MH,,,NZ2745P226,CH,F,"77600",427698.354,545736.232,79.2966005845007
MH,,,NZ2745P227,CH,F,"77930",427676.998,545745.277,79.3774721216358
Null,,,NZ2745P230,ZZZ,S,"77440",427699.988,545748.041,78.9556160775034
Null,,,NZ2745A060,ATC,F,"77040",427705.138,545752.43,78.7601541345522
Null,,,NZ2745A063,ATC,S,"77130",427702.039,545753.792,78.7705647206671
Null,,,NZ2745P231,ZZZ,S,"77180",427687.927,545758.845,78.8487483331543
Null,,,NZ2745A062,ATC,S,"77180",427688.626,545759.623,78.8173366706131
Null,,,NZ2745A061,ATC,F,"76980",427687.5,545760.117,78.8211426695379
MH,,,NZ27456722,CH,F,"76980",427688.43,545761.483,78.7704885306781
MH,,,NZ27456725,CH,F,"76870",427680.013,545767.387,78.7397174041987
MH,,,NZ27445216,CH,S,"81460",427532.871,544243.065,81.2046073409125
MH,,,NZ27445105,CH,F,"82490",427537.218,544147.591,82.5134335833328
MH,,,NZ27445004,CH,S,"81240",427541.5,544084.5,81.1205
MH,,,NZ27445103,CH,F,"82560",427543,544145,82.6149166666667
MH,,,NZ27445201,CH,F,"80480",427544.433,544231.11,81.3508564545454
MH,,,NZ27445003,CH,S,"81730",427546,544088.5,81.3625
MH,,,NZ27445213,CH,S,"80750",427547.527,544227.001,81.4359600681793
MH,,,NZ27445214,CH,S,"80750",427548.287,544210.33,81.8922833749991
MH,,,NZ27445202,CH,F,"79340",427550.633,544252.821,80.0084938863649
MH,,,NZ27445104,CH,F,"83140",427550.761,544161.912,82.0018084166663
MH,,,NZ27445110,CH,S,"82470",427551.644,544143.211,82.6900267499996
MH,,,NZ27445113,CH,S,"83250",427561.201,544108.76,82.4060340000003
MH,,,NZ27445212,CH,S,"78420",427564.151,544256.501,79.2873803409062
MH,,,NZ27445112,CH,S,"83190",427564.189,544110.839,82.5473925000015
MH,,,NZ27445111,CH,S,"83320",427575.533,544125.501,83.2988240000014
MH,,,NZ27445114,CH,S,"83840",427596.08,544110.266,83.2935809999985
MH,,,NZ27446101,CH,F,"83460",427603,544104.5,82.2984
MH,,,NZ27446211,CH,S,"73520",427610,544248,75.19065
MH,,,NZ27446004,CH,S,"80720",427617.5,544083.5,78.1859642857143
MH,,,NZ27446216,CH,F,"72310",427624.866,544245.698,72.7933346000056
MH,,,NZ27446218,CH,S,"72720",427627.5,544234,73.3192
MH,,,NZ27446219,CH,S,"71410",427634.196,544246.86,71.8628345660361
MH,,,NZ27446215,CH,S,"69410",427648.668,544255.782,72.21804336
MH,,,NZ27446221,CH,S,"68430",427658.482,544240.767,69.2490079999981
MH,,"580",NZ2744P009,CH,F,"70380",427667.733,544160.996,72.9670561249974
MH,,,NZ27446104,CH,F,"69670",427677.5,544163.5,71.508875
MH,,,NZ27446106,CH,S,"70130",427678.753,544151.238,71.2919444642815
MH,,,NZ27446222,CH,S,"67280",427679.5,544235,67.204
MH,,,NZ27446204,CH,S,"67030",427681.345,544252.816,67.9679253050866
MH,,,NZ27446224,CH,F,"65640",427695.538,544239.015,66.0768661694922
MH,,,NZ27446223,CH,S,"65640",427696.386,544236.235,65.8631919999994
Null,,,NZ27445008,J,S,"81070",427526.251,544094.897,81.1028234999996
MH,,,NZ27445116,CH,S,"81200",427524.097,544100.091,81.2251265000007
MH,,,NZ27445101,CH,F,"81200",427521.5,544103,81.26025
MH,,,NZ27445102,CH,F,"81070",427508.015,544108.154,81.1092689999997
MH,,,NZ27445115,CH,S,"81070",427508.854,544109.686,81.1807269999994
MH,,,NZ27444101,CH,F,"81250",427483.005,544127.024,81.1268879999993
MH,,,NZ27444107,CH,S,"81320",427467.604,544135.45,80.9506550624984
MH,,,NZ27444106,CH,S,"81460",427469,544142,81.191796875
MH,,,NZ27444103,CH,F,"81230",427457.5,544142,80.822359375
MH,,"1330",NZ27444105,CH,S,"81740",427475.044,544147.182,81.5412584375007
MH,,,NZ27444104,CH,S,"82130",427496.864,544150.944,82.2249440000006
MH,,"1320",NZ27444102,CH,F,"81950",427481.199,544152.23,81.8901359999999
MH,,,NZ27445106,CH,F,"82430",427524.79,544152.438,82.321842666668
MH,,,NZ27445109,CH,S,"82790",427525.637,544160.965,82.0093930000012
MH,,,NZ27445107,CH,F,"82870",427523.33,544166.792,81.7927514999994
MH,,,NZ27445108,CH,S,"82560",427523.455,544181.316,81.8092744583329
MH,,,NZ27444109,CH,S,"82600",427492.261,544186.802,82.4335919583338
MH,,,NZ27444113,CH,F,"82520",427464.692,544198.182,82.2247677499999
MH,,,NZ27444210,CH,S,"82440",427490.525,544200.642,82.7035016249995
MH,,,NZ27445215,CH,S,"81470",427526.5,544207.5,82.2125833333333
MH,,,NZ2744P001,CH,S,"82670",427474.5,544211.5,82.77125
Null,,,NZ27444213,ZZZ,S,"82840",427472.5,544222.5,82.898125
MH,,,NZ27444208,CH,F,"82870",427472.59,544227.475,82.9874568750004
MH,,"6520",NZ27444206,CH,F,"83330",427462.5,544230,82.8347916666667
MH,,,NZ27444216,CH,S,"83010",427493.541,544230.89,83.1779142916665
MH,,,NZ27444222,CH,F,"83010",427490.577,544233.229,83.2688189166677
MH,,,NZ27444231,CH,F,"83280",427467.5,544234.5,83.0685
MH,,,NZ27444201,CH,F,"83690",427460,544235.5,82.9317083333333
MH,,,NZ27444218,CH,S,"84620",427475,544251,84.24425
MH,,,NZ27444221,CH,S,"84430",427486,544251.5,83.9370416666667
MH,,,NZ27444220,CH,S,"84190",427493,544254,83.829
MH,,,NZ27424705,CH,C,"32470",427456.078,542765.992,32.4681456406253
MH,,,NZ27424704,CH,C,"33000",427464.775,542753.254,33.668133041674
Null,,,NZ2742A002,ATC,C,"34900",427465.929,542742.285,35.092320805552
Null,,,NZ2742A001,ATC,C,"36190",427467.497,542730.823,36.6139504444451
MH,,,NZ27424703,CH,C,"39460",427472.202,542721.645,39.0985871249933
MH,,,NZ27424605,CH,F,"44190",427474.769,542668.491,44.7886758749983
MH,,,NZ2742P019,CH,F,"44390",427479,542665,45.0132589285714
MH,,,NZ27424702,CH,C,"42780",427479.804,542704.271,42.7518121250043
MH,,"9270",NZ27425501,CH,C,"40860",427536.5,542590,41.2634375
MH,,"1930",NZ27425605,CH,F,"44180",427542.634,542613.132,42.6210919999994
MH,,,NZ27425506,CH,C,"40940",427543,542591,41.5003125
MH,"41300","3485",NZ27425520,CH,F,"42510",427552.83,542598.421,41.8189522499984
MH,,,NZ27425601,CH,F,"48910",427562,542669,47.990875
MH,,"1350",NZ27425607,CH,F,"49620",427566.358,542656.248,47.6747885000031
MH,,,NZ27425507,CH,S,"42640",427568.384,542595.041,42.2577760833286
MH,,"1500",NZ27425606,CH,F,"49900",427571.476,542644.341,47.6409882500057
MH,,,NZ27425701,CH,C,"39600",427580.544,542780.931,41.5712301250014
MH,,"1280",NZ27425702,CH,C,"38370",427582.521,542792.954,40.3686554999977
MH,,,NZ27426604,CH,C,"52010",427605,542685,52.46734375
MH,,,NZ27426704,CH,C,"44420",427617.5,542790,44.9996875
MH,,,NZ27426802,CH,C,"43190",427636.161,542813.86,44.8369082500043
MH,,,NZ27426605,CH,C,"59030",427638.199,542641.758,59.4102441874998
MH,,,NZ27426606,CH,C,"57860",427638.899,542650.15,58.8911444166621
MH,,,NZ27426705,CH,C,"52100",427639,542741,52.665125
MH,,,NZ27426609,CH,C,"55590",427643.327,542671.245,57.9839440833325
MH,,,NZ27426612,CH,C,"54780",427645.279,542697.317,56.4322987499949
MH,,,NZ27426608,CH,C,"56790",427645.694,542665.082,58.6965024999985
MH,,"2510",NZ27426607,CH,C,"58220",427648.801,542656.794,59.645442583331
MH,,,NZ27426611,CH,C,"54880",427649.266,542686.746,57.6455848333308
MH,,"1850",NZ27426610,CH,C,"56880",427651.828,542679.869,58.4310100000011
MH,,,NZ27426703,CH,C,"54750",427658.5,542740,55.1176666666667
MH,,,NZ27433003,CH,C,"32420",427332,543016,32.70925
MH,,,NZ27433004,CH,C,"32210",427339.215,543016.574,32.2387817499991
Null,,,NZ27434005,OF,O,"30240",427414.646,543020.186,30.0671211190446
MH,,,NZ27433005,CH,C,"31700",427350,543022,31.71025
CSO,"30770","2570",NZ27434006,CH,C,"30900",427402.384,543023.232,29.2914914285674
MH,,,NZ27433002,CH,C,"31420",427360,543025,31.1425
Null,,,NZ27434004,OF,O,"27270",427491.303,543025.689,27.5480916249996
MH,,,NZ27433006,CH,C,"31420",427364.5,543026.5,30.9730714285714
Null,,,NZ27434003,OF,C,"28140",427428.331,543029.134,30.3611654464213
MH,"31000","2100",NZ27433007,CH,C,"31240",427385.241,543032.07,30.6522019285775
MH,"30830","3770",NZ27434007,CH,C,"31020",427406.446,543032.583,30.6604998999981
Null,,,NZ27433008,CE,C,"31240",427388.746,543033.011,30.5979566428623
MH,"30820","3770",NZ27434008,CH,C,"31310",427415.955,543035.217,32.3481149999981
Null,,,NZ27434009,CE,C,"31210",427406.885,543036.007,31.0075570000001
MH,,,NZ27434001,CH,C,"31210",427407.429,543038.777,31.3175776000007
MH,,"1600",NZ27434002,CH,C,"31890",427422.005,543045.425,33.8497465476269
Null,,,NZ27434010,J,C,"34700",427409.539,543088.842,35.112411624992
MH,,,NZ27433009,CH,C,"34800",427399.58,543089.367,35.7743407884557
MH,,,NZ27435101,CH,C,"32030",427578.679,543117.379,28.3966659583306
Null,,,NZ27436101,J,C,"32080",427646.215,543130.01,28.0860118750006
MH,,,NZ27434101,CH,C,"41210",427424.566,543134.356,41.5074835961589
Null,,,NZ2743A003,ATC,C,"41920",427427.409,543135.939,41.5952153942337
MH,,,NZ27436102,CH,C,"32540",427642.552,543142.472,28.7038034999965
MH,,,NZ27434102,CH,C,"42880",427426.72,543145.253,43.1224055576947
MH,,,NZ27436103,CH,C,"32860",427654.044,543153.097,29.1343365277749
MH,,,NZ2743P005,CH,C,"42970",427444.775,543153.936,43.4607888557658
MH,,,NZ2743P006,CH,C,"43240",427445.941,543157.2,43.6646783035
Null,,,NZ2743A002,ATC,C,"43690",427427.848,543158.503,44.6427280972777
MH,,,NZ2743P002,CH,C,"44130",427425.38,543160.639,44.8773527509708
MH,,,NZ2743P007,CH,C,"43700",427441.338,543162.387,44.1644577937743
MH,,,NZ2743P001,CH,C,"45320",427414.082,543164.601,45.6508086809354
MH,,,NZ27426803,CH,C,"43070",427642.094,542818.099,45.2835836249936
MH,,,NZ2742P021,CH,C,"40460",427609.747,542821.319,40.5278483749948
MH,,"900",NZ27426804,CH,C,"42950",427649.299,542823.75,45.7816804999999
Null,,,NZ2742A005,ATC,C,"40460",427607.661,542824.132,39.9915632500045
MH,,,NZ27426813,CH,C,"39870",427605.729,542826.738,39.4948104999978
MH,,"3410",NZ27423803,CH,S,"33390",427397.762,542827.152,30.4517010468748
MH,,"1200",NZ27426801,CH,C,"41020",427627.823,542831.301,42.1471916249985
MH,,,NZ27426807,CH,C,"38900",427604.971,542831.75,38.9483345000027
MH,,,NZ27426805,CH,C,"42020",427643.224,542834.204,44.0205529999959
MH,,,NZ27426808,CH,C,"38880",427605.612,542835.364,38.7184690000082
MH,,,NZ27425801,CH,C,"36180",427583,542837,35.4481875
MH,,,NZ2742P024,CH,C,"37570",427599.439,542837.112,37.7110092500049
MH,,,NZ27426809,CH,C,"38470",427603.807,542837.928,38.242975250008
MH,,,NZ2742P023,CH,C,"38040",427600.778,542842.298,37.439109750003
Null,,,NZ2742A006,ATC,C,"38040",427601.177,542843.64,37.3760077500022
MH,,,NZ27426810,CH,C,"38020",427606.137,542849.816,37.5174677499991
Null,,,NZ27423804,OF,S,"28380",427339.477,542852.098,28.1284491923082
Null,,,NZ27426811,J,C,"37250",427609.004,542855.77,37.3891342500005
Null,,,NZ27426812,J,C,"37250",427605.963,542859.723,36.6203578749986
Null,,,NZ27426806,J,C,"36190",427604.769,542861.006,36.3422229999914
Null,,,NZ27425802,J,C,"35270",427594,542871,34.1654375
MH,,,NZ27426903,CH,C,"34660",427606,542909,34.9814375
MH,,,NZ27424901,CH,C,"32590.000000000004",427426,542910.5,29.22091796875
MH,,,NZ27423901,CH,C,"30910",427318,542920,30.386375
MH,,,NZ27426902,CH,C,"33340",427605.496,542922.091,35.0683332499995
MH,"30620","3330",NZ27423904,CH,C,"30760",427321.779,542926.381,30.3223764166693
CSO,,,NZ27424902,CH,C,"32549.999999999996",427467,542938,29.4000625
MH,,,NZ27425901,CH,C,"31590",427561.5,542983,31.3347625
MH,,"3100",NZ27423902,CH,C,"30580",427388.164,542990.524,27.9015999999998
Null,,,NZ27423905,CE,C,"30520",427390.914,542994.985,27.8845457500002
MH,"30630","3490",NZ27423906,CH,C,"30660",427387.456,542996.411,28.1750987499982
MH,"70341","2826",NZ27434902,CH,C,"70530",427405.443,543914.266,70.3779430270277
MH,"78759","8516",NZ27433901,CH,C,"79390",427325.873,543960.032,77.7893614999969
MH,"79290","8646",NZ27442001,CH,C,"78850",427288.8,544058.329,80.1836513749998
MH,"80103","8965",NZ27442101,CH,C,"82130",427275.806,544129.824,80.9319837500035
MH,,,NZ27443101,CH,C,"70950",427326.5,544134,71.3431785714286
MH,,,NZ27444108,CH,S,"81330",427450.948,544147.901,80.7887219687478
MH,,,NZ27443103,CH,S,"81290",427397.5,544172.5,79.8241666666667
MH,,,NZ27444110,CH,S,"82510",427453.08,544181.202,81.5567047500014
MH,,,NZ27444111,CH,S,"82570",427443.718,544194.617,81.4890361249992
MH,,,NZ27444112,CH,F,"82590",427445.278,544195.766,81.5591149999988
MH,,,NZ27443201,CH,C,"70050",427327,544212,72.0563125
MH,"80674","9029",NZ27442201,CH,C,"82310",427269.308,544222.705,80.8260946875
MH,,,NZ27443202,CH,F,"81910",427375,544223,80.724
MH,,,NZ27443207,CH,S,"81620",427370,544225,80.6695833333333
MH,,,NZ27443206,CH,S,"82030",427375.404,544225.837,80.8111082500012
MH,,,NZ27444215,CH,S,"83470",427429.571,544229.693,82.1046296666658
MH,,,NZ27443209,CH,S,"82740",427394.442,544232.534,81.4130833333325
MH,,,NZ27444232,CH,F,"84430",427425.002,544242.306,82.5780159999982
MH,,,NZ27443208,CH,S,"83010",427386.455,544249.776,82.289916749997
MH,,,NZ27444230,CH,S,"85020",427412.697,544266.186,84.0880547499987
MH,,,NZ27443205,CH,S,"81090",427356,544270,80.3235
MH,,,NZ27443203,CH,F,"80700",427351.202,544272.81,79.4993482499993
MH,,,NZ27444229,CH,S,"85930",427415,544279.5,85.1307916666667
MH,,,NZ27444228,CH,S,"86310",427424.084,544279.524,85.3316713333309
MH,,,NZ27444225,CH,F,"85820",427411.5,544281.5,85.2031388888889
MH,,,NZ27444223,CH,F,"87270",427431.5,544282.5,85.716
MH,,,NZ27444227,CH,S,"87580",427438.5,544285.5,86.093
MH,,,NZ27444226,CH,F,"87110",427423.5,544291,86.1741527777778
MH,"77333","5372",NZ27442202,CH,C,"76340",427269.317,544298.526,74.8299387500069
MH,,,NZ27443301,CH,C,"74000",427303.5,544302,75.01525
Null,,,NZ2742P048,ZZZ,S,"32610",427219.343,542741.453,33.5043835
