UpDepth,DownDepth,DownNode,UpNode,FlowType,Height,Width,Material,ReviewAge,ReviewDiam,ReviewDept,YearLaidBa,SewerUsage,InfCovLev,ID,length,straightdis,sinuosity
"2940","3520",NZ30431101,NZ30431201,GRV,"150",,VC,"1965","150","3.50",,F,,STE-S193842,82.9213023656072,82.9213023656072,1
"2880","2180",NZ30431101,NZ30432108,GRV,"150",,VC,"1965","150","2.20",,F,,STE-S208679,65.2387987933693,65.2387987933693,1
"2430","2950",NZ30431102,NZ30431202,GRV,"225",,VC,"1965","225","3.00",,S,,STE-S208680,79.6521018591073,79.6049002574832,1.00059294844251
"2430","1890",NZ30431102,NZ30432204,GRV,"300",,CO,"1965","300","2.20",,S,,STE-S193843,75.1322300281148,75.1322300281148,1
"2120","2080",NZ30432108,NZ30433206,GRV,"150",,VC,"1965","150","2.10",,F,,STE-S208690,61.9074774239614,61.9074774239614,1
"1820","1670",NZ30432204,NZ30433204,GRV,"225",,VC,"1965","225","1.70",,S,,STE-S193854,54.7905474511494,54.7905474511494,1
"1560","1490",NZ30433204,NZ30432203,GRV,"150",,VC,"1965","150","1.50",,S,,STE-S208697,49.5805387325359,49.5805387325359,1
"2010","1670",NZ30433206,NZ30432201,GRV,"150",,VC,"1965","150","1.70",,F,,STE-S208698,45.7147548391764,45.7147548391764,1
"2900","1540",NZ30431202,NZ30432206,GRV,"150",,VC,"1965","150","1.50",,S,,STE-S208683,45.7447340029206,45.7447340029206,1
"3530","2210",NZ30431201,NZ30432205,GRV,"150",,VC,"1965","150","2.70",,F,,STE-S208682,47.6753692067537,47.6753692067537,1
"2940","2940",NZ30431202,NZ30431304,GRV,"225",,VC,"1965","225","2.90",,S,,STE-S193846,49.3100766679762,49.3100766679762,1
"1520","1850",NZ30433203,NZ3043A001,PMP,"500",,DI,,,,01-01-1985,C,,STE-S193567,27.8742680620709,27.8742680620709,1
"3540","3510",NZ30431201,NZ30431303,GRV,"150",,VC,"1965","150","3.50",,F,,STE-S193845,39.9697408673207,39.9697408673207,1
"3490","3230",NZ30431303,NZ30432303,GRV,"150",,VC,"1965","150","3.40",,F,,STE-S193847,41.5323562538581,41.5323562538581,1
"2910","2440",NZ30431304,NZ30432304,GRV,"225",,VC,"1965","225","2.40",,S,,STE-S208684,34.1236390204066,34.1236390204066,1
"1660","1510",NZ30433303,NZ30432305,GRV,"150",,VC,"1965","150","1.50",,F,,STE-S208699,27.426947132361,27.426947132361,1
"3180",,NZ30432303,NZ30432301,GRV,"150",,VC,"1965","150","2.80",,F,,STE-S193855,22.7714603177003,22.7714603177003,1
"3200","1700",NZ30432303,NZ30431301,GRV,"150",,VC,"1965","150","2.50",,F,,STE-S208691,39.0178578601523,39.0178578601523,1
"2400","1600",NZ30432304,NZ30432302,GRV,"150",,VC,"1965","150","1.60",,S,,STE-S193856,26.8932256339757,26.8932256339757,1
"2430","1220",NZ30432304,NZ30431302,GRV,"225",,VC,"1965","225","1.20",,S,,STE-S208692,39.4225584152344,39.4225584152344,1
"1800","1690",NZ30432401,NZ30433303,GRV,"225",,VC,"1965","225","1.70",,F,,STE-S208693,76.3932191362975,76.3932191362975,1
"2270","1830",NZ30432402,NZ30432401,GRV,"225",,VC,"1925","225","1.80",,F,,STE-S193857,88.8722855899821,88.8722855899821,1
"4130","3440",NZ30431403,NZ30431401,GRV,"200",,Z,"1935","225","3.40",,F,,STE-S193848,22.0800164175392,22.0800164175392,1
"2140","4150",NZ30432502,NZ30431403,GRV,"200",,VC,"1925","225","4.20",,F,,STE-S193877,81.5267384666417,81.5267384666417,1
,,NZ30439008,NZ30438011,GRV,"150",,Z,"1975","150","1.90",,F,,STE-S194156,8.96172416446746,8.96172416446746,1
,,NZ30438011,NZ30438010,GRV,"150",,Z,"1975","150","2.20",,F,,STE-S208963,13.5023146163908,13.5023146163908,1
,"2200",NZ30438010,NZ30438009,GRV,"150",,Z,"1975","150","2.20",,F,,STE-S194128,8.38152730712011,8.38152730712011,1
,,NZ30439010,NZ30438013,GRV,,,Z,"1975","225","1.50",,S,,STE-S208991,32.6266762021509,32.6266762021509,1
"2200",,NZ30438009,NZ30439015,GRV,"150",,Z,"1975","150","2.20",,F,,STE-S208962,11.0679718105893,11.0679718105893,1
,,NZ30439010,NZ30438012,GRV,"150",,Z,"1975","150","1.00",,S,,STE-S194157,15.337861650178,15.337861650178,1
,,NZ30439007,NZ30439008,GRV,"150",,Z,"1975","150","1.70",,F,,STE-S208990,21.5058131676066,21.5058131676066,1
"2030",,NZ30439003,NZ30439010,GRV,"300",,Z,"1975","300","2.00",,S,,STE-S194153,46.690470119715,46.690470119715,1
,,NZ30439015,NZ30439009,GRV,"150",,Z,"1975","150","2.80",,F,,STE-S208993,9.48683298050514,9.48683298050514,1
,,NZ30439106,NZ31430010,PMP,"150",,Z,,,,,F,,STE-S194178,161.242537045914,151.847533901601,1.06187129222923
,,NZ30439006,NZ30439007,GRV,"150",,Z,"1975","150","1.90",,F,,STE-S194155,22.4610774452162,22.4610774452162,1
,,NZ30439014,NZ30439011,GRV,"150",,Z,"1975","150","1.90",,F,,STE-S194158,7.43303437365925,7.43303437365925,1
,,NZ30439005,NZ30439006,GRV,"150",,Z,"1975","150","1.20",,F,,STE-S208989,7.15891053163818,7.15891053163818,1
,,NZ30439013,NZ30439014,GRV,"150",,Z,"1975","150","1.70",,F,,STE-S208992,13.1529464379659,13.1529464379659,1
,,NZ30439004,NZ30439005,GRV,"150",,Z,"1975","150","2.40",,F,,STE-S208988,13.2382022948737,13.2382022948737,1
"1970","2030",NZ30439001,NZ30439003,GRV,"300",,Z,"1975","300","2.00",,S,,STE-S194152,20.5548047910945,20.5548047910945,1
,,NZ30439004,NZ30439013,GRV,"150",,Z,"1975","150","1.80",,F,,STE-S194154,17.1828402774396,17.1828402774396,1
,,NZ30439012,NZ30439004,GRV,"150",,Z,"1975","150","3.30",,F,,STE-S208768,36.8815672118201,36.8815672118201,1
"2250","1970",NZ30439002,NZ30439001,GRV,"300",,Z,"1975","300","2.10",,S,,STE-S208987,29.2318319644869,29.2318319644869,1
"3490",,NZ31430003,NZ30439101,GRV,,,Z,"1975","225","1.50",,S,,STE-S208760,46.0741806763916,46.0741806763916,1
,"2250",NZ31430004,NZ30439002,GRV,"300",,Z,"1975","300","2.20",,S,,STE-S193925,49.0938025620124,49.0938025620124,1
,,NZ31430008,NZ30439102,GRV,"150",,Z,"1975","150","1.90",,F,,STE-S193926,62.4017589014776,62.4017589014776,1
,,NZ31430007,NZ30439012,GRV,"150",,Z,"1975","150","1.50",,F,,STE-S208761,34.3218028081231,34.3218028081231,1
,,NZ31430005,NZ31430009,GRV,,,Z,"1975","150","1.90",,F,,STE-S193919,14.1821248407706,14.1821248407706,1
,,NZ31430006,NZ31430005,GRV,,,Z,"1975","300","1.70",,F,,STE-S208755,16.077401811269,16.077401811269,1
"2190","3490",NZ31430002,NZ31430003,GRV,"300",,Z,"1975","300","3.50",,S,,STE-S208754,43.7032472248738,43.7032472248738,1
,,NZ31430008,NZ31430006,GRV,"150",,Z,"1975","150","1.80",,F,,STE-S193920,14.4056573955865,14.4056573955865,1
,,NZ31430010,NZ31430007,GRV,"150",,Z,"1975","150","2.80",,F,,STE-S208756,18.5803290606351,18.5803290606351,1
,,NZ31430010,NZ31430008,GRV,"150",,Z,,,,,F,,STE-S193921,13.82747156932,13.82747156932,1
"2100",,NZ31430001,NZ31430004,GRV,"300",,Z,"1975","300","2.10",,S,,STE-S208753,21.5708978024037,21.5708978024037,1
"2100","2190",NZ31430001,NZ31430002,GRV,"300",,Z,"1975","300","2.10",,S,,STE-S193918,22.6317479881921,22.6317479881921,1
,,NZ29436209,NZ29436105,GRV,,,Z,"1955","150","1.60",,S,,STE-S188712,59.0529423483708,59.0529423483708,1
,,NZ29436201,NZ29436205,GRV,"150",,Z,"1955","150","1.60",,F,,STE-S203639,77.1184154401528,77.1184154401528,1
,,NZ29436202,NZ29436208,GRV,,,Z,"1955","300","2.00",,S,,STE-S188707,59.3624460496302,59.3624460496302,1
,,NZ29436202,NZ29436304,GRV,,,Z,"1955","150","1.60",,S,,STE-S203640,46.141586459529,46.141586459529,1
,"1440",NZ29436301,NZ29436204,GRV,"150",,Z,"1955","150","1.40",,F,,STE-S203647,57.9871576902726,57.9871576902726,1
,,NZ29436107,NZ29436101,GRV,"225",,VC,"1965","225","2.70",,C,,STE-S188686,53.8833442540581,53.8833442540581,1
"1180",,NZ29436206,NZ29436103,GRV,"150",,VC,"1955","150","1.20",,F,,STE-S203642,50.5094600446549,50.5094600446549,1
"1070",,NZ29436206,NZ29436102,GRV,,,Z,"1955","150","1.10",,F,,STE-S188710,14.6170980020114,14.6170980020114,1
,"1200",NZ29436205,NZ29436206,GRV,"150",,Z,"1955","150","1.20",,F,,STE-S188709,26.3411760177604,26.3411760177604,1
,,NZ29436208,NZ29436207,GRV,,,Z,"1955","150","1.60",,S,,STE-S188711,49.8221838140401,49.8221838140401,1
,,NZ29436208,NZ29436209,GRV,,,Z,"1955","300","1.90",,S,,STE-S203643,41.0396150079408,41.0396150079408,1
"1420","1600",NZ29436204,NZ29436211,GRV,"150",,VC,"1955","150","1.60",,F,,STE-S188708,59.674416427811,59.674416427811,1
"1340","1050",NZ29436204,NZ29436203,GRV,"150",,VC,"1955","150","1.00",,F,,STE-S203641,16.1588643165451,16.1588643165451,1
"1150","1380",NZ29436007,NZ29436002,GRV,"150",,VC,"1925","150","1.40",,F,,STE-S203637,26.6703544220801,26.6703544220801,1
"1320",,NZ29436002,NZ29436001,GRV,,,Z,"1925","150","1.30",,F,,STE-S203635,16.0727684298527,16.0727684298527,1
,"1160",NZ29436006,NZ29436007,GRV,"150",,VC,"1925","150","1.20",,F,,STE-S188704,6.04415833673852,6.04415833673852,1
,,NZ29436209,NZ29436214,GRV,,,Z,"1945","150","1.60",,S,,STE-S203644,27.459060435492,27.459060435492,1
,,NZ29436101,NZ29437102,GRV,"225",,Z,"1925","225","2.10",,C,,STE-S188705,102.693719379522,102.693719379522,1
"1490","1440",NZ29436211,NZ29436210,GRV,"150",,VC,"1955","150","1.40",,F,,STE-S188713,18.3046229133211,18.3046229133211,1
"1590","1120",NZ29436211,NZ29436212,GRV,"150",,VC,"1955","150","1.10",,F,,STE-S203645,20.9403915913719,20.9403915913719,1
,,NZ29436214,NZ29437204,GRV,,,Z,"1955","150","1.60",,S,,STE-S188714,37.2155881318568,37.2155881318568,1
,,NZ29437202,NZ29436215,GRV,,,Z,"1955","150","1.50",,F,,STE-S203649,22.2092323145128,22.2092323145128,1
"1100",,NZ29436212,NZ29437202,GRV,,,Z,"1945","150","1.10",,F,,STE-S203646,16.9189243156886,16.9189243156886,1
,,NZ29437202,NZ29437203,GRV,,,Z,"1955","150","1.50",,F,,STE-S188716,20.3592730715023,20.3592730715023,1
,,NZ29437102,NZ29437101,GRV,,,Z,"1925","150","1.40",,C,,STE-S203648,22.9019649811976,22.9019649811976,1
,,NZ29438201,NZ29437103,GRV,,,Z,"1925","150","1.40",,C,,STE-S188509,80.1638946159678,80.1638946159678,1
,,NZ29438202,NZ29438201,GRV,"150",,Z,"1925","150","2.60",,C,,STE-S188717,54.3622111397246,54.3622111397246,1
,"1550",NZ29439301,NZ29438202,GRV,,,Z,"1925","150","1.60",,C,,STE-S203650,129.849913361542,129.849913361542,1
"2430",,NZ30430302,NZ29439301,GRV,,,Z,"1925","225","2.40",,C,,STE-S203140,53.0533371108404,53.0533341930804,1.00000005499673
,,NZ30430002,NZ30430101,GRV,,,,,,,,S,,STE-S1243736,34.207409445933,34.207409445933,1
,,NZ30430001,NZ30430002,GRV,,,Z,,,,,S,,STE-S1243735,62.4183797049966,62.4183797049966,1
,"1850",NZ30426907,NZ30436003,GRV,"225",,Z,"1965","225","1.80",,S,,STE-S208426,34.5541352084244,34.5541352084244,1
,,NZ30436002,NZ30437001,GRV,"150",,Z,"1965","150","1.90",,F,,STE-S208911,25.4570717090556,25.4570717090556,1
,,NZ30426908,NZ30436001,GRV,"150",,Z,"1965","150","1.80",,F,,STE-S193588,35.1492458667014,35.1492458667014,1
"1202",,NZ30426909,NZ30426907,GRV,"675",,CO,"1965","450","1.40",01-01-2015,S,,STE-S208419,3.46495908907324,2.58606825119095,1.33985601017202
"1488",,NZ30426909,NZ30426908,GRV,"300",,VC,"1965","225","1.40",,F,,STE-S193580,8.05772316407148,7.46602678803296,1.07925184208915
,,NZ30426907,NZ30427902,GRV,,,Z,"1965","450","2.10",,S,,STE-S193581,38.7383597097578,38.7383597097578,1
,,NZ30426908,NZ30427901,GRV,,,Z,"1965","225","1.60",,F,,STE-S208420,33.0493562115918,33.0493562115918,1
,,NZ30427902,NZ30427904,GRV,,,Z,"1965","300","2.00",,S,,STE-S193583,18.3226533285618,18.3226533285618,1
,,NZ30427901,NZ30427903,GRV,,,Z,"1965","150","3.00",,F,,STE-S208421,18.6978176533758,18.6978176533758,1
,,NZ30427904,NZ30437010,GRV,"300",,Z,"1965","300","1.50",,S,,STE-S193589,11.6327627845196,11.6327627845196,1
,"1990",NZ30427903,NZ30437009,GRV,"150",,Z,"1965","150","2.00",,F,,STE-S208427,17.2776503032493,17.2776503032493,1
,"1550",NZ30437010,NZ30437002,GRV,"225",,Z,"1965","225","1.60",,S,,STE-S208934,23.4093998214393,23.4093998214393,1
,"1580",NZ30437005,NZ30437006,GRV,"225",,Z,"1965","225","1.60",,S,,STE-S208932,16.6207701385947,16.6207701385947,1
,"1230",NZ30437006,NZ30438004,GRV,"225",,Z,"1965","225","1.20",,S,,STE-S194098,45.9619407771256,45.9619407771256,1
"1990","2330",NZ30437009,NZ30437003,GRV,"150",,Z,"1965","150","2.30",,F,,STE-S194099,21.6621790224345,21.6621790224345,1
"1550","1600",NZ30437002,NZ30437005,GRV,"225",,Z,"1965","225","1.60",,S,,STE-S194096,28.5394463856607,28.5394463856607,1
,,NZ30437007,NZ30437011,GRV,"150",,Z,"1965","150","2.80",,F,,STE-S208933,23.6907154809643,23.6907154809643,1
,"2740",NZ30437004,NZ30437007,GRV,"150",,Z,"1965","150","2.70",,F,,STE-S194097,21.3775583264319,21.3775583264319,1
"2330","2580",NZ30437003,NZ30437004,GRV,"150",,Z,"1965","150","2.60",,F,,STE-S208931,28.0100428418094,28.0100428418094,1
,"1610",NZ30437011,NZ30437008,GRV,,,Z,"1965","150","1.60",,F,,STE-S208935,8.0156097709407,8.0156097709407,1
,"1710",NZ30437011,NZ30438003,GRV,"150",,Z,"1965","150","1.70",,F,,STE-S194100,19.6596032513375,19.6596032513375,1
,"1000",NZ30438004,NZ30438002,GRV,"225",,Z,"1965","225","1.00",,S,,STE-S194125,26.1007662722764,26.1007662722764,1
,"1630",NZ30438003,NZ30438001,GRV,"150",,Z,"1965","150","1.60",,F,,STE-S208959,42.7200187265877,42.7200187265877,1
,,NZ30438001,NZ30438106,GRV,"150",,Z,"1965","150","2.00",,F,,STE-S194124,20.5015243335709,20.5015243335709,1
,,NZ30438001,NZ30438005,GRV,"150",,Z,"1975","150","2.40",,F,,STE-S208958,22.0737400546441,22.0737400546441,1
,,NZ30438014,NZ30438107,GRV,"225",,Z,"1975","225","1.60",,S,,STE-S194126,23.8311487763729,23.8311487763729,1
,,NZ30438005,NZ30438101,GRV,"150",,Z,"1975","150","1.20",,F,,STE-S208960,21.569654610123,21.569654610123,1
,,NZ30438006,NZ30438014,GRV,"225",,Z,"1975","225","1.60",,S,,STE-S1220041,14.0244703286513,14.0244703286513,1
,,NZ30438006,NZ30438008,GRV,"150",,Z,"1975","150","1.70",,S,,STE-S208961,12.9059094991403,12.9059094991403,1
,,NZ30438013,NZ30438006,GRV,"225",,Z,"1975","225","2.20",,S,,STE-S194129,15.323592920722,15.323592920722,1
,,NZ30438008,NZ30438102,GRV,"150",,Z,"1975","150","1.00",,S,,STE-S194127,17.7341478509682,17.7341478509682,1
,,NZ30435008,NZ30435005,GRV,"225",,Z,"1965","225","2.80",,F,,STE-S194070,29.0218043029779,29.0218043029779,1
"2138","1700",NZ30425902,NZ30425906,GRV,"600",,PVC,"1965","600","2.00",01-01-2015,S,,STE-S193574,25.0072319607649,24.4939216133842,1.02095664203891
"2138","1610",NZ30425902,NZ30425906,GRV,"600",,PVC,,,,01-01-2015,S,,STE-S1252343,25.2357113770673,24.4939216133842,1.03028464675407
,,NZ3042P004,NZ3042P002,GRV,,,Z,,,,,S,,STE-S1337443,10.2047528872381,9.51619808538419,1.07235608124965
,,NZ3043P104,NZ3042P006,GRV,,,Z,,,,,F,,STE-S1337449,6.3508995425728,6.3508995425728,1
,,NZ3043P104,NZ3042P005,GRV,,,Z,,,,,F,,STE-S1337457,4.38701926139984,4.38701926139984,1
,,NZ3043P104,NZ3042P007,GRV,,,Z,,,,,F,,STE-S1337454,4.98754057627886,4.98754057627886,1
,,NZ3042P004,NZ3042P003,GRV,,,Z,,,,,S,,STE-S1337448,1.42284960555443,1.42284960555443,1
,,NZ30435011,NZ3042P004,GRV,,,Z,,,,,S,,STE-S1337447,4.62724102543728,4.55173022046461,1.01658947286313
,,NZ30435011,NZ30435010,GRV,,,Z,,,,,S,,STE-S1337444,10.9889388932928,10.9889388932928,1
"1900","2350",NZ30425905,NZ30426901,GRV,"225",,VC,"1965","225","2.10",,F,,STE-S193576,49.515754927044,49.515754927044,1
,,NZ30435137,NZ3043P085,GRV,,,Z,,,,,S,,STE-S1337400,4.01616732715992,4.01616732715992,1
"1700","1800",NZ30425906,NZ30425909,GRV,"675",,CO,"1965","450","1.80",01-01-2015,S,,STE-S193577,35.8791137292825,35.8791137292825,1
,,NZ30435007,NZ30435137,GRV,,,Z,,,,,S,,STE-S1337399,11.3567365471699,11.3567365471699,1
,,NZ30435007,NZ30435006,GRV,"450",,PVC,"1965","375","3.70",01-01-2015,S,,STE-S194071,10.6189193423575,10.6189193423575,1
,,NZ30435005,NZ30436105,GRV,"225",,Z,"1965","225","1.50",,F,,STE-S208906,57.315024217046,57.315024217046,1
,,NZ30435006,NZ30435009,GRV,"300",,Z,"1965","300","2.10",,S,,STE-S1337415,16.7183454324987,16.7183454324987,1
,,NZ3043A021,NZ3043P095,GRV,,,Z,,,,,S,,STE-S1337416,5.58085333970929,5.58085333970929,1
,,NZ30435009,NZ3043A021,GRV,,,Z,,,,,S,,STE-S1337417,4.733702250895,4.733702250895,1
,,NZ30435009,NZ30436110,GRV,"300",,Z,"1965","300","2.10",,S,,STE-S208907,39.0071638164064,39.0071638164064,1
"1800","2000",NZ30425909,NZ30426903,GRV,"675",,CO,"1965","450","1.90",01-01-2015,S,,STE-S208417,33.8649140704503,33.8649140704503,1
"2350",,NZ30426901,NZ30426904,GRV,"225",,VC,"1965","225","2.40",,F,,STE-S193578,28.0220921774516,28.0220921774516,1
"2000",,NZ30426903,NZ30436006,GRV,"225",,Z,"1965","375","2.20",,S,,STE-S208425,93.3630733052859,93.3630733052859,1
,,NZ30426904,NZ30436005,GRV,"150",,Z,"1965","150","1.90",,F,,STE-S193587,99.586691304576,99.586691304576,1
"2000","1500",NZ30426903,NZ30426906,GRV,"675",,CO,"1965","450","1.80",01-01-2015,S,,STE-S193579,39.3270801992751,39.3270801992751,1
,,NZ30426904,NZ30426905,GRV,"225",,VC,"1965","225","1.40",,F,,STE-S208418,44.7494162308389,44.7494162308389,1
,,NZ30436110,NZ30436109,GRV,"300",,Z,"1965","300","2.00",,S,,STE-S194083,39.2045915678253,39.2045915678253,1
"1500","1202",NZ30426906,NZ30426909,GRV,"675",,CO,"1965","450","1.40",01-01-2015,S,,STE-S1275670,27.170065316302,26.3172722940984,1.03240430895245
,"1488",NZ30426905,NZ30426909,GRV,"300",,VC,"1965","225","1.40",,F,,STE-S1275668,20.6611147368126,20.1094067789248,1.02743531740906
"1850",,NZ30436003,NZ30436004,GRV,"150",,Z,"1965","150","1.80",,S,,STE-S194077,33.1360830515618,33.1360830515618,1
,,NZ30436001,NZ30436002,GRV,"150",,Z,"1965","150","1.70",,F,,STE-S194076,33.6823395861986,33.6823395861986,1
"3280",,NZ30422901,NZ30422904,GRV,"225",,Z,"1965","225","3.30",,F,,STE-S193951,71.4490279920097,71.4490279920097,1
,,NZ30422902,NZ30422903,GRV,,,Z,"1965","300","3.70",,S,,STE-S193953,70.2099075986276,70.2099075986276,1
,,NZ30423905,NZ30423903,GRV,,,Z,"1965","150","1.70",,S,,STE-S208797,55.0363516232681,55.0363516232681,1
"3450",,NZ30422905,NZ30422907,GRV,"150",,Z,"1965","150","3.40",,S,,STE-S193954,64.8792146993164,64.8792146993164,1
,,NZ30422906,NZ30421901,GRV,"150",,Z,"1965","150","1.90",,F,,STE-S208791,61.6198020120156,61.6198020120156,1
,,NZ30422904,NZ30422906,GRV,,,Z,"1965","225","1.20",,F,,STE-S208790,50.6921004693783,50.6921004693783,1
,"3450",NZ30422903,NZ30422905,GRV,,,Z,"1965","300","3.40",,S,,STE-S208789,42.7101510182176,42.7101510182176,1
,"4210",NZ30422906,NZ30432002,GRV,,,Z,"1965","150","4.20",,F,,STE-S208713,49.9391535871685,49.9391535871685,1
"3450","3070",NZ30422905,NZ30432004,GRV,"375",,Z,"1965","375","2.40",,S,,STE-S193878,52.2374887030752,52.2374887030752,1
"2870","1540",NZ30432004,NZ30431002,GRV,"150",,VC,"1965","150","2.30",,S,,STE-S193850,55.8289988178535,55.8289988178535,1
"4100","2700",NZ30432002,NZ30431001,GRV,"150",,VC,"1965","150","3.50",,F,,STE-S193849,44.1803707204919,44.1803707204919,1
"4230","3580",NZ30432002,NZ30431103,GRV,"150",,VC,"1965","150","4.10",,F,,STE-S208685,92.2811304276078,92.2811304276078,1
"3070","3350",NZ30432004,NZ30432107,GRV,"375",,CO,"1965","375","3.20",,S,,STE-S208686,86.4745098279815,86.4745098279815,1
,,NZ30433009,NZ3043A035,GRV,,,Z,,,,,S,,STE-S1337531,2.14224803710249,2.14145978247039,1.00036809219512
,,NZ30433009,NZ3043P136,GRV,,,Z,,,,,S,,STE-S1337532,0.951085695401558,0.951085695401558,1
,,NZ30433010,NZ30433009,GRV,,,Z,,,,,S,,STE-S1337520,16.3139352088944,16.3139352088944,1
,,NZ3043A035,NZ3043P131,GRV,,,Z,,,,,S,,STE-S1337519,0.801826040976607,0.801826040976607,1
,,NZ3043P131,NZ3043P133,GRV,,,Z,,,,,S,,STE-S1337518,4.70950549424465,4.70950549424465,1
,,NZ3043P131,NZ3043P132,GRV,,,Z,,,,,S,,STE-S1337525,8.48396494455077,8.39882164352169,1.01013752936339
,,NZ30433009,NZ3043P134,GRV,,,Z,,,,,S,,STE-S1337526,1.08837952944682,1.08837952944682,1
,,NZ3043P136,NZ3043P135,GRV,,,Z,,,,,S,,STE-S1337533,3.99100613884182,3.99100613884182,1
,,NZ30433022,NZ3043P146,GRV,,,Z,,,,,F,,STE-S1337549,2.47247103115143,2.47247103115143,1
,,NZ30433010,NZ3043P137,GRV,,,Z,,,,,S,,STE-S1337527,2.72526934444927,2.72526934444927,1
,,NZ3043A038,NZ3043P141,GRV,,,Z,,,,,F,,STE-S1337538,4.5210069674955,4.5210069674955,1
,,NZ30433023,NZ30433022,GRV,,,Z,,,,,F,,STE-S1337550,2.0547987888547,2.04990780280348,1.00238595416073
,,NZ3043A040,NZ3043P147,GRV,,,Z,,,,,F,,STE-S1337553,1.5902883386723,1.5902883386723,1
,,NZ30433023,NZ3043A040,GRV,,,Z,,,,,F,,STE-S1337554,0.386331463897471,0.386331463897471,1
,,NZ30433117,NZ30433023,GRV,,,Z,,,,,F,,STE-S1337551,10.9396478105109,10.9360997160827,1.00032443874144
,,NZ30433113,NZ30433012,GRV,,,Z,,,,,S,,STE-S1337523,3.22805601092473,3.20093564444563,1.00847263721973
,,NZ30433112,NZ30433113,GRV,,,Z,,,,,S,,STE-S1337524,3.55212640540651,3.55212640540651,1
,"2100",NZ31431001,NZ31430001,GRV,,,Z,"1975","300","2.10",,S,,STE-S193922,115.295999202021,115.295999202021,1
,,NZ31433001,NZ31432001,GRV,,,Z,"1965","300","1.70",,S,,STE-S193924,9.42738224535863,9.42738224535863,1
,,NZ31432001,NZ31432002,GRV,"300",,CO,"1965","300","1.70",,S,,STE-S208758,13.680302810981,13.680302810981,1
,,NZ31432003,NZ31431001,GRV,"300",,CO,"1975","300","1.90",,S,,STE-S208759,103.89142505522,103.89142505522,1
,,NZ31432002,NZ31432003,GRV,"300",,CO,"1965","300","2.10",,S,,STE-S193923,20.2741042711748,20.2741042711748,1
"2580",,NZ30424901,NZ30425903,GRV,"300",,Z,"1965","300","2.60",,F,,STE-S193590,49.3222079392027,49.3222079392027,1
"2479","2700",NZ30424902,NZ30425901,GRV,"900",,CO,"1965","600","2.70",01-01-2015,S,,STE-S208428,58.1436614344287,58.1436614344287,1
"1296","1480",NZ30425910,NZ30434006,GRV,"750",,CO,"1965","450","1.50",01-01-2015,S,,STE-S208423,48.0085473960009,47.3181940483361,1.01458959627579
"1743","1880",NZ30425910,NZ30434005,GRV,"300",,CO,"1965","300","1.90",,F,,STE-S208424,45.5676843507525,44.9489444258887,1.01376539388781
,,NZ30434024,NZ3043P308,GRV,,,Z,,,,,S,,STE-S1337989,1.99817166432091,1.99817166432091,1
,,NZ30434027,NZ3043P300,GRV,,,Z,,,,,S,,STE-S1338002,2.09902953763975,2.09902953763975,1
,,NZ30434025,NZ3043P297,GRV,,,Z,,,,,S,,STE-S1337990,1.79506128029662,1.79506128029662,1
,,NZ30434019,NZ3043P310,GRV,,,Z,,,,,F,,STE-S1337968,1.68169676213502,1.68169676213502,1
,,NZ30434018,NZ30434017,GRV,,,Z,,,,,F,,STE-S1337950,1.6365536960189,1.6365536960189,1
,,NZ30434019,NZ30434018,GRV,,,Z,,,,,F,,STE-S1337951,1.80006944314739,1.80006944314739,1
,,NZ30434020,NZ30434019,GRV,,,Z,,,,,F,,STE-S1337952,17.9543741745362,17.9543741745362,1
,,NZ30434020,NZ3043P299,GRV,,,Z,,,,,C,,STE-S1337969,3.08336342334689,3.08336342334689,1
,,NZ30434025,NZ30434024,GRV,,,Z,,,,,S,,STE-S1337976,1.09698723781898,1.09698723781898,1
,,NZ30434027,NZ30434025,GRV,,,Z,,,,,S,,STE-S1337977,2.98240255496233,2.98240255496233,1
,,NZ30434026,NZ30434027,GRV,,,Z,,,,,S,,STE-S1338001,18.1792596108486,18.1792596108486,1
,"2500",NZ30425903,NZ30425904,GRV,"300",,CO,"1965","300","2.50",,F,,STE-S208413,25.4438487655105,25.4438487655105,1
"1800","1743",NZ30425908,NZ30425910,GRV,"300",,CO,"1965","300","1.90",,F,,STE-S1275671,5.92820595809216,5.4814787238532,1.0814975769759
"1355","1296",NZ30425907,NZ30425910,GRV,"750",,CO,"1965","450","1.50",01-01-2015,S,,STE-S1275672,10.9753942722947,10.373098379936,1.05806325846901
"1940",,NZ30435001,NZ30435002,GRV,"225",,Z,"1965","225","1.20",,F,,STE-S208904,70.4006392016436,70.4006392016436,1
,,NZ30435002,NZ30435008,GRV,"225",,Z,"1965","225","2.80",,F,,STE-S1337404,19.1055579871314,19.1055579871314,1
"1900","1800",NZ30425905,NZ30425908,GRV,"300",,CO,"1965","300","1.80",,F,,STE-S208414,31.9846085016211,31.9846085016211,1
"1800","1940",NZ30425908,NZ30435001,GRV,"225",,Z,"1965","225","1.90",,F,,STE-S193586,41.7319613964887,41.7319613964887,1
"2700","2200",NZ30425901,NZ30425902,GRV,"900",,CO,"1965","600","2.20",01-01-2015,S,,STE-S208412,24.607090400889,24.607090400889,1
"1700","1400",NZ30425906,NZ30425907,GRV,"900",,CO,"1965","600","1.40",01-01-2015,S,,STE-S208415,31.6440697920272,31.6440697920272,1
