UpDepth,DownDepth,DownNode,UpNode,FlowType,Height,Width,Material,ReviewAge,ReviewDiam,ReviewDept,YearLaidBa,SewerUsage,InfCovLev,ID,length,straightdis,sinuosity
,,NZ27429603,NZ27429607,GRV,"150",,Z,"1925","150","1.20",,F,,STE-S1426822,10.2457925510521,10.2457925510521,1
,,NZ27429607,NZ27429604,GRV,"150",,Z,"1925","150","1.20",,F,,STE-S202782,5.10428888292987,5.10428888292987,1
,,NZ27429604,NZ27429609,GRV,"150",,Z,"1925","150","1.20",,F,,STE-S1426824,3.72811923094058,3.72811923094058,1
,,NZ27429609,NZ27429608,GRV,"150",,Z,"1925","150","1.20",,F,,STE-S1426823,15.115529266303,15.115529266303,1
,"1150",NZ27429608,NZ27429605,GRV,"150",,Z,"1925","150","1.20",,F,,STE-S187840,18.1834825601848,18.1464345809078,1.00204161203744
,,NZ28420704,NZ28420703,GRV,"150",,Z,,,,,C,,STE-S1432166,22.2554509727115,22.2554509727115,1
,,NZ28420705,NZ28420704,GRV,"150",,Z,,,,,C,,STE-S1432167,4.3271072323134,4.3271072323134,1
,,NZ28420706,NZ2842P017,GRV,"100",,VC,,,,,C,,STE-S1437584,1.54268629347006,1.54268629347006,1
,,NZ2842P017,NZ2842P016,GRV,"100",,PVC,,,,,C,,STE-S1437579,8.34616444843034,8.34616444843034,1
,,NZ2842P016,NZ2842P015,GRV,"100",,PVC,,,,,C,,STE-S1437577,1.59422018557448,1.59422018557448,1
,,NZ28420701,NZ28420706,GRV,"100",,VC,,,,,C,,STE-S1437580,5.59476987907491,5.59476987907491,1
,,NZ2842P015,NZ2842P007,GRV,"100",,PVC,,,,,C,,STE-S1437578,2.68613123283234,2.68613123283234,1
,"720",NZ27429809,NZ27429806,GRV,"150",,Z,"1935","150","0.70",,C,,STE-S187844,7.83019648537769,7.83019648537769,1
,,NZ27429815,NZ27429813,GRV,"100",,Z,,,,,C,,STE-S1411632,7.93856221240237,7.93856221240237,1
,,NZ27429814,NZ27429815,GRV,"100",,Z,,,,,C,,STE-S1411634,8.22948418793453,8.22948418793453,1
,,NZ28410809,NZ28410811,GRV,"150",,Z,,,,01-01-2015,S,,STE-S1420067,16.7930172392879,16.7930172392879,1
,,NZ28410808,NZ28410815,GRV,"150",,Z,,,,01-01-2015,F,,STE-S1420072,16.1758835925866,16.1758835925866,1
,,NZ28410815,NZ28410810,GRV,"150",,Z,,,,01-01-2015,F,,STE-S1420071,11.4781732431874,11.4781732431874,1
,,NZ28410810,NZ28410812,GRV,"150",,Z,,,,01-01-2015,F,,STE-S1420070,17.5819864917975,17.5819864917975,1
,,NZ28410811,NZ28410813,GRV,"150",,Z,,,,01-01-2015,S,,STE-S1420066,26.0228909424788,26.0228909424788,1
,,NZ28410807,NZ28410805,GRV,"150",,Z,,,,01-01-2015,F,,STE-S1420064,16.6722051630811,16.6722051630811,1
,,NZ28410806,NZ28410804,GRV,"150",,Z,,,,01-01-2015,S,,STE-S1420060,16.1740140348763,16.1740140348763,1
,,NZ28410812,NZ28410814,GRV,"150",,Z,,,,01-01-2015,F,,STE-S1420069,12.41876809516,12.41876809516,1
,,NZ28410813,NZ28410817,GRV,"150",,Z,,,,01-01-2015,S,,STE-S1420065,9.70344371850006,9.70344371850006,1
,,NZ28410805,NZ28410803,GRV,"150",,Z,,,,01-01-2015,F,,STE-S1420063,13.7498114168555,13.7498114168555,1
,,NZ28410804,NZ28410802,GRV,"225",,Z,,,,01-01-2015,S,,STE-S1420059,13.5860706975894,13.5860706975894,1
,,NZ28410814,NZ28410816,GRV,"150",,Z,,,,01-01-2015,F,,STE-S1420068,9.98446443231481,9.98446443231481,1
,,NZ28410817,NZ28410921,GRV,"225",,Z,,,,01-01-2015,S,,STE-S1420056,43.4571757021516,43.4571757021516,1
,,NZ28410803,NZ28410925,GRV,"150",,Z,,,,01-01-2015,F,,STE-S1420062,11.1765413254596,11.1765413254596,1
,,NZ28410816,NZ28410920,GRV,"150",,Z,,,,01-01-2015,F,,STE-S1420051,43.4038193019697,43.4038193019697,1
,,NZ28410802,NZ28410924,GRV,"225",,Z,,,,01-01-2015,S,,STE-S1420058,11.5842877208369,11.5842877208369,1
,,NZ28410925,NZ28410913,GRV,"150",,Z,,,,01-01-2015,F,,STE-S1420061,43.2873910625344,43.2873910625344,1
,,NZ28410924,NZ28410910,GRV,"225",,Z,,,,01-01-2015,S,,STE-S1420057,38.7918516315197,38.7918516315197,1
,,NZ28410921,NZ28410918,GRV,"225",,Z,,,,01-01-2015,S,,STE-S1420055,15.5783835169234,15.5783835169234,1
,,NZ28410920,NZ28410919,GRV,"150",,Z,,,,01-01-2015,F,,STE-S1420050,11.0544500089352,11.0544500089352,1
,,NZ28410910,NZ28410909,GRV,"1200",,CO,,,,01-01-2015,S,,STE-S1420037,10.3082008614321,10.3082008614321,1
,,NZ28410913,NZ28410912,GRV,"150",,Z,,,,01-01-2015,F,,STE-S1420039,4.76429931888003,4.76429931888003,1
,,NZ28410919,NZ28410917,GRV,"150",,Z,,,,01-01-2015,F,,STE-S1420049,14.5913817029526,14.5913817029526,1
,,NZ28410918,NZ28410916,GRV,"225",,Z,,,,01-01-2015,S,,STE-S1420054,18.8229036017233,18.8229036017233,1
,,NZ28410917,NZ28410914,GRV,"150",,Z,,,,01-01-2015,F,,STE-S1420048,10.1093816328946,10.1093816328946,1
,,NZ28410914,NZ28410912,GRV,"150",,Z,,,,01-01-2015,F,,STE-S1420047,12.5964903842483,12.5964903842483,1
,,NZ28410912,NZ28410906,GRV,"150",,Z,,,,01-01-2015,F,,STE-S1420038,19.4327261340329,19.4327261340329,1
,,NZ28410916,NZ28410915,GRV,"300",,Z,,,,01-01-2015,S,,STE-S1420053,6.70963203166654,6.70963203166654,1
,,NZ28410915,NZ28410909,GRV,"300",,Z,,,,01-01-2015,S,,STE-S1420052,13.2318709561336,13.2318709561336,1
,,NZ28410909,NZ28410908,GRV,"1200",,CO,,,,01-01-2015,S,,STE-S1420036,20.0939518263752,20.0939518263752,1
,,NZ28417003,NZ28417004,PMP,,,Z,,,,,F,,STE-S189623,80.6740405163114,78.3699249776701,1.02940050713712
,,NZ2742P052,NZ2742P053,GRV,,,Z,,,,,F,,STE-S1421504,19.8617559394268,19.8617559394268,1
,"3140",NZ27422604,NZ27422601,GRV,"450",,Z,"1945","750","3.10",,C,,STE-S189139,37.7082329074215,37.7082329074215,1
,,NZ2742P052,NZ2742P038,GRV,,,,,,,,F,,STE-S1260541,19.5969520589638,19.5969520589638,1
,,NZ27422604,NZ2742P052,GRV,,,,,,,,F,,STE-S1421503,2.7795368319884,2.7795368319884,1
"2900",,NZ27422704,NZ27422604,GRV,"450",,Z,"1945","750","3.10",,C,,STE-S1260538,29.9893429238089,29.9893429238089,1
,,NZ2742P026,NZ2742P025,GRV,"225",,,,,,,S,,STE-S1260534,26.1536416011357,26.1536416011357,1
,,NZ27422807,NZ2742P026,GRV,,,,,,,,S,,STE-S1260535,8.57473690557527,8.57473690557527,1
,,NZ27423514,NZ27423507,GRV,"300",,Z,"1945","300","2.20",,C,,STE-S189401,9.96051108125086,9.96051108125086,1
,,NZ27426612,NZ27426613,GRV,,,Z,"1925","375","1.20",,C,,STE-S1427686,7.53609746489274,7.53609746489274,1
,,NZ27426613,NZ2742A014,GRV,,,Z,,,,,C,,STE-S1427690,8.05660437154101,8.05660437154101,1
,,NZ27426613,NZ27427707,GRV,,,Z,"1925","375","1.20",,C,,STE-S187790,53.6003444485042,53.6003444485042,1
,,NZ2742A014,NZ2742P067,GRV,,,Z,,,,,C,,STE-S1427689,4.38433940287878,4.38433940287878,1
,,NZ2742P067,NZ2742P066,GRV,,,Z,,,,,C,,STE-S1427688,8.17520011985221,8.17520011985221,1
,,NZ2742P066,NZ2742P065,GRV,,,Z,,,,,C,,STE-S1427687,5.55991097054104,5.55991097054104,1
"1240","1960",NZ27426501,NZ27427501,GRV,"450",,CO,"1985","450","1.60",,C,,STE-S187783,55.0113491654208,55.0113491654208,1
,,NZ27427705,NZ27428701,GRV,,,Z,"1925","225","2.00",,F,,STE-S187804,64.6308021302585,64.6308021302585,1
"650","740",NZ27427501,NZ27427502,GRV,"150",,PVC,"1985","150","0.70",,C,,STE-S202739,18.0149531500949,18.0149531500949,1
,,NZ27427501,NZ27427513,GRV,,,Z,"1965","600","2.20",,C,,STE-S187802,12.1747253767681,12.1747253767681,1
"1170",,NZ27427703,NZ27427702,GRV,"150",,Z,"1985","150","1.20",,F,,STE-S202746,43.3678911847666,25.0700777821027,1.72986663869573
,,NZ27427702,NZ27427709,GRV,"150",,Z,,,,01-01-2015,F,,STE-S1434604,9.95396092015967,9.95396092015967,1
,"390",NZ27427702,NZ27427701,GRV,"100",,Z,"1925","100","0.40",,F,,STE-S187803,25.6352038100181,25.6351712301657,1.00000127090442
,,NZ27427710,NZ27427708,GRV,"150",,Z,,,,01-01-2015,F,,STE-S1426078,9.90757172952097,9.90552598305721,1.00020652577836
,,NZ27427512,NZ27427513,GRV,,,Z,"1905","300","2.40",,O,,STE-S202745,8.09412459754268,8.09412459754268,1
,,NZ27427709,NZ27427710,GRV,"150",,Z,,,,01-01-2015,F,,STE-S1434605,9.75584093996176,9.75480522612488,1.00010617473264
,"2250",NZ27427513,NZ27427511,GRV,,,CO,"1985","600","2.20",,C,,STE-S187796,20.186990588039,20.186990588039,1
,,NZ27427511,NZ27428507,GRV,"600",,Z,"1965","600","2.70",,C,,STE-S187824,40.7376919233837,40.7214804494853,1.00039810620143
"1450",,NZ27428903,NZ27428804,GRV,"150",,Z,"1985","150","1.40",,F,,STE-S1430732,10.882974088001,10.882974088001,1
,,NZ27428804,NZ27428801,GRV,"150",,Z,"1985","150","1.40",,F,,STE-S187835,19.0276359540304,19.0276359540304,1
,"3000",NZ27428801,NZ27428802,GRV,"150",,Z,"1975","150","3.00",,F,,STE-S187832,35.5887746909915,35.5887746909915,1
"2150","2620",NZ27428802,NZ27428803,GRV,"150",,PVC,"1975","150","2.60",,F,,STE-S202775,26.4909584575312,26.4909584575312,1
,,NZ27420509,NZ27420410,GRV,,,Z,,,,,C,,STE-S1421584,19.6983484080123,19.6983484080123,1
,,NZ27420412,NZ27420411,GRV,,,Z,,,,,C,,STE-S1421586,3.0296339713416,3.0296339713416,1
,,NZ27420511,NZ27420412,GRV,,,Z,,,,,C,,STE-S1421590,3.82296390252615,3.82296390252615,1
,,NZ27420510,NZ27420511,GRV,,,Z,,,,,C,,STE-S1421591,2.22402900154385,2.22402900154385,1
,,NZ27420509,NZ27420510,GRV,"150",,Z,,,,,C,,STE-S1421589,12.8889120176886,12.8889120176886,1
,,NZ27420504,NZ27420509,GRV,"225",,Z,,,,,C,,STE-S1421585,48.1200591229491,48.1200591229491,1
,,NZ26439905,NZ26439906,GRV,,,Z,,,,01-01-2015,S,,STE-S1399023,20.0388541089877,20.0388541089877,1
,,NZ26439905,NZ27430905,GRV,"225",,Z,,,,01-01-2015,S,,STE-S1399028,27.0300215685992,27.0300215685992,1
,,NZ27430904,NZ27430903,GRV,"225",,Z,,,,01-01-2015,S,,STE-S1399026,21.2331452451061,21.2331452451061,1
,,NZ27430903,NZ27430902,GRV,"225",,Z,,,,01-01-2015,S,,STE-S1399025,20.7869422955439,20.7869422955439,1
,,NZ27430905,NZ27430904,GRV,"225",,Z,,,,01-01-2015,S,,STE-S1399027,14.6576946686859,14.6576946686859,1
,,NZ27430902,NZ27430901,GRV,"150",,Z,,,,01-01-2015,S,,STE-S1399024,15.0024385351036,15.0024385351036,1
,,NZ26439911,NZ27430910,GRV,"150",,Z,,,,01-01-2015,F,,STE-S1399055,23.8476699910121,23.8476699910121,1
,,NZ27430910,NZ27430909,GRV,"150",,Z,,,,01-01-2015,F,,STE-S1399054,14.8679443770795,14.8679443770795,1
,,NZ27430908,NZ27430907,GRV,"150",,Z,,,,01-01-2015,F,,STE-S1399052,17.84184533618,17.84184533618,1
,,NZ27430909,NZ27430908,GRV,"150",,Z,,,,01-01-2015,F,,STE-S1399053,27.0259681972431,27.0259681972431,1
,,NZ27430907,NZ27430906,GRV,"150",,Z,,,,01-01-2015,F,,STE-S1399051,15.0665870389159,15.0665870389159,1
,,NZ26449012,NZ26449011,GRV,"150",,Z,,,,01-01-2015,F,,STE-S1399058,34.5486311884548,34.5486311884548,1
,,NZ26449007,NZ26449006,GRV,"1050",,CO,,,,01-01-2015,S,,STE-S1399038,51.088849967424,50.4712764351353,1.01223613857047
,,NZ26449007,NZ26449006,GRV,"1050",,CO,,,,01-01-2015,S,,STE-S1399032,51.2570001422857,50.4712764351353,1.01556773996315
,,NZ26449013,NZ26449012,GRV,"150",,Z,,,,01-01-2015,F,,STE-S1399059,50.6233727935673,50.6233727935673,1
,,NZ27440002,NZ27440003,GRV,"150",,Z,,,,01-01-2015,S,,STE-S1399033,24.7602184158472,24.7602184158472,1
,,NZ26449007,NZ27440001,GRV,"1050",,CO,,,,01-01-2015,S,,STE-S1399040,41.2305036756867,40.6170089740432,1.01510437910471
,,NZ26449007,NZ27440001,GRV,"1050",,CO,,,,01-01-2015,S,,STE-S1399035,41.4075555226154,40.6170089740432,1.01946343584968
,,NZ27440001,NZ27440002,GRV,"150",,Z,,,,01-01-2015,S,,STE-S1399034,37.6946861507429,37.6946861507429,1
,,NZ27422407,NZ27423514,GRV,"300",,Z,"1945","300","2.20",,C,,STE-S1409332,108.728253048137,107.015796852659,1.01600190108228
,,NZ27424428,NZ27424430,GRV,"100",,Z,,,,,C,,STE-S1420813,12.6076852448163,12.4624442224802,1.01165429668075
,"1490",NZ27424428,NZ27424402,GRV,"350","350",BR,"1875","150","1.50",,C,,STE-S189492,5.48866895081017,5.45602969200704,1.00598223628639
,,NZ27424430,NZ2742P051,GRV,,,Z,,,,,C,,STE-S1420824,1.46919195471629,1.46919195471629,1
,,NZ27424429,NZ2742P022,GRV,"100",,Z,,,,,C,,STE-S1420816,2.59060224654678,2.59060224654678,1
,,NZ27424430,NZ27424429,GRV,"100",,Z,,,,,C,,STE-S1420812,4.04868188427252,4.04868188427252,1
,,NZ27424429,NZ2742P012,GRV,"100",,Z,,,,,C,,STE-S1420815,1.34743608387334,1.34743608387334,1
,,NZ27424429,NZ2742P011,GRV,"100",,Z,,,,,C,,STE-S1420814,1.54392033475186,1.54392033475186,1
,,NZ2742A012,NZ2742P010,GRV,,,Z,,,,,C,,STE-S1420809,5.00554398643442,4.70435245275724,1.06402401535639
,,NZ27424419,NZ2742A012,GRV,"100",,Z,,,,,C,,STE-S1420810,3.92731822606007,3.85437828966727,1.0189239174028
,,NZ2742P058,NZ2742P004,GRV,"150",,CI,,,,,C,,STE-S1409333,9.58485576315674,9.58485576315674,1
,,NZ2742P055,NZ2742P057,GRV,"150",,CI,,,,,C,,STE-S1423604,21.2330228112362,20.0891619039057,1.05693920497042
,,NZ2742P059,NZ2742P058,GRV,"150",,CI,,,,,C,,STE-S1423605,11.8555892303882,11.8555892303882,1
,,NZ2742P060,NZ2742P062,GRV,"150",,CI,,,,,C,,STE-S1423609,9.27169784888986,9.27169784888986,1
,,NZ2742P060,NZ2742P063,GRV,"150",,CI,,,,,C,,STE-S1423610,9.1236782057092,9.1236782057092,1
,,NZ2742P059,NZ2742P060,GRV,"150",,CI,,,,,C,,STE-S1423608,8.28817380366578,8.28817380366578,1
,,NZ2742P056,NZ2742P059,GRV,"150",,CI,,,,,C,,STE-S1423606,13.6529649893144,13.6529649893144,1
,,NZ2742P060,NZ2742P061,GRV,"150",,CI,,,,,C,,STE-S1423607,5.20955142026616,5.20955142026616,1
,,NZ2742P055,NZ2742P054,GRV,"150",,CI,,,,,C,,STE-S1409334,4.12818434663451,4.12818434663451,1
,,NZ2742P056,NZ2742P055,GRV,"150",,CI,,,,,C,,STE-S1409335,12.433149962898,12.433149962898,1
,,NZ2742P064,NZ2742P056,GRV,"150",,CI,,,,,C,,STE-S1409336,1.48755672163443,1.48755672163443,1
,,NZ27423514,NZ2742P064,GRV,"150",,CI,,,,,C,,STE-S1423612,8.63551810843112,8.63551810843112,1
,,NZ27425325,NZ27425315,GRV,"300",,MDPE,,,,01-01-2005,F,,STE-S1189687,5.8577982274363,5.85779822122771,1.00000000105988
,,NZ27425320,NZ27425321,GRV,,,Z,,,,,C,,STE-S1432621,4.05285393274606,4.05285393274606,1
,,NZ27425320,NZ27425304,GRV,,,Z,"1925","225","2.00",,C,,STE-S204618,5.63623358281169,5.63623358281169,1
,,NZ27425303,NZ27425320,GRV,,,Z,"1925","225","2.00",,C,,STE-S1432620,15.6714505391291,15.6714505391291,1
,,NZ27425303,NZ27425325,GRV,"300",,MDPE,,,,01-01-2005,F,,STE-S1432646,5.21792880366151,5.21792880366151,1
,,NZ27425303,NZ27425316,GRV,,,Z,"1945","450","2.70",,C,,STE-S1420598,14.3845910960852,14.3845910960852,1
,,NZ27425304,NZ27425322,GRV,,,Z,,,,,C,,STE-S1432622,31.9343327627062,31.9343327627062,1
,,NZ27425304,NZ27425323,GRV,,,Z,,,,,S,,STE-S1432629,4.2044862944199,4.2044862944199,1
,,NZ27425323,NZ27425324,GRV,,,Z,,,,,S,,STE-S1432628,23.6017902075477,23.6017902075477,1
,"2940",NZ27425440,NZ27425408,GRV,,,VC,"1945","450","3.90",,C,,STE-S1421057,2.22522920168742,2.22522920168742,1
,,NZ27425316,NZ27425310,GRV,,,Z,"1945","450","2.70",,C,,STE-S189699,2.08380061424912,2.08380061424912,1
,,NZ27425316,NZ27425319,GRV,"100",,VC,,,,,C,,STE-S1420601,5.97816635763732,5.97816635763732,1
,,NZ27425319,NZ27425318,GRV,"100",,VC,,,,,C,,STE-S1420600,6.0227277873454,6.0227277873454,1
,,NZ27425318,NZ27425317,GRV,"100",,VC,,,,,C,,STE-S1420599,5.02105058723779,5.02105058723779,1
"1570",,NZ27426403,NZ27426407,GRV,"450",,Z,"1905","300","1.60",,C,,STE-S1432502,35.6591931765107,35.6591931765107,1
,,NZ27426407,NZ27427401,GRV,"450",,Z,"1905","300","1.60",,C,,STE-S189744,42.3300727379385,42.3300727379385,1
,,NZ27427424,NZ27427425,GRV,,,Z,,,,,S,,STE-S1432604,5.48348803233539,5.48348803233539,1
,,NZ27427423,NZ27427424,GRV,,,Z,,,,,S,,STE-S1432605,10.7604748035518,10.7604748035518,1
,,NZ27427425,NZ27427426,GRV,,,Z,,,,,S,,STE-S1432603,17.7037250882044,17.7037250882044,1
,,NZ27427411,NZ27427410,GRV,,,Z,,,,,C,,STE-S1432594,3.49152302012141,3.49152302012141,1
,,NZ27427405,NZ27427307,GRV,,,Z,,,,,C,,STE-S1432510,62.2732288307756,62.2732288307756,1
,,NZ27427412,NZ27427411,GRV,,,Z,,,,,C,,STE-S1432595,4.512455318319,4.512455318319,1
,,NZ27427413,NZ27427412,GRV,,,Z,,,,,C,,STE-S1432596,5.73821827746251,5.73821827746251,1
,,NZ27427414,NZ27427413,GRV,,,Z,,,,,C,,STE-S1432597,4.70610550244512,4.70610550244512,1
,,NZ2742A015,NZ2742P068,GRV,,,Z,,,,,C,,STE-S1432514,8.84422127721639,8.84422127721639,1
,,NZ27427309,NZ2742A015,GRV,,,Z,,,,,C,,STE-S1432565,4.51755420552703,4.51755420552703,1
,,NZ27427402,NZ27427414,GRV,,,Z,,,,,C,,STE-S1432598,3.62796747503369,3.62796747503369,1
,,NZ27427405,NZ27427309,GRV,,,Z,,,,,C,,STE-S1432515,24.3499373716457,24.3499373716457,1
"2520",,NZ27427402,NZ27427406,GRV,"300",,VC,"1985","300","2.40",,C,,STE-S1432512,14.1955773746934,14.1955773746934,1
,,NZ27427404,NZ27427405,GRV,,,Z,,,,,C,,STE-S1432511,52.1675857135849,50.1977423894495,1.03924167164437
,,NZ27427416,NZ27427415,GRV,,,Z,,,,,C,,STE-S1432599,7.1063522288265,7.1063522288265,1
,,NZ2742P071,NZ2742P070,GRV,,,Z,,,,,C,,STE-S1432577,10.4853883571407,10.4853883571407,1
,,NZ2742A016,NZ2742P069,GRV,,,Z,,,,,C,,STE-S1432586,3.82948939151472,3.82948939151472,1
,,NZ27427314,NZ2742A016,GRV,,,Z,,,,,C,,STE-S1432588,18.810686590326,18.810686590326,1
,,NZ2742P072,NZ2742P071,GRV,,,Z,,,,,C,,STE-S1432578,8.27667209693425,8.27667209693425,1
,,NZ2742A009,NZ2742P005,GRV,"150",,VC,,,,,C,,STE-S1410675,9.06469177639839,9.06469177639839,1
,,NZ2742A017,NZ2742P072,GRV,,,Z,,,,,C,,STE-S1432579,11.9928199352591,11.9928199352591,1
,,NZ27428306,NZ27428303,GRV,"150",,VC,,,,,C,,STE-S1410671,13.408078907925,13.408078907925,1
,,NZ27428303,NZ2742A009,GRV,"150",,VC,,,,,C,,STE-S1410672,7.96467500910216,7.96467500910216,1
,,NZ27427313,NZ27427314,GRV,,,Z,,,,,C,,STE-S1432587,11.8512833060192,11.8512833060192,1
,,NZ27427313,NZ2742A017,GRV,,,Z,,,,,C,,STE-S1432590,3.04153020691649,3.04153020691649,1
,,NZ27427409,NZ27427313,GRV,,,Z,,,,,C,,STE-S1432580,44.5905709372352,44.5859479433452,1.00010368724011
,,NZ27428303,NZ27428305,GRV,"150",,VC,,,,,C,,STE-S1410670,5.20010961421444,5.20010961421444,1
,,NZ27427407,NZ27427409,GRV,,,Z,,,,,C,,STE-S1432582,39.5740000126569,39.5740000126569,1
,,NZ27427409,NZ27427408,GRV,,,Z,,,,,C,,STE-S1432585,14.1850613322866,14.1850613322866,1
,,NZ27427406,NZ27427404,GRV,,,Z,,,,,C,,STE-S1432513,5.29347305648771,5.29347305648771,1
,,NZ27427403,NZ27427416,GRV,,,Z,,,,,C,,STE-S1432602,2.84906335478834,2.84906335478834,1
,"2280",NZ27427406,NZ27427403,GRV,"300",,VC,"1985","300","2.40",,C,,STE-S204678,4.03140174129892,4.03140174129892,1
"2270",,NZ27427403,NZ27427407,GRV,"300",,VC,"1905","300","2.30",,C,,STE-S1432576,21.9940098435793,21.9940098435793,1
,,NZ27427407,NZ27428402,GRV,"300",,VC,"1905","300","2.30",,C,,STE-S189766,24.4505458630217,24.4505458630217,1
,,NZ27427416,NZ27427417,GRV,,,Z,,,,,C,,STE-S1432601,9.73248894169191,9.73248894169191,1
,,NZ27427420,NZ27427419,GRV,,,Z,,,,,S,,STE-S1432606,6.5033256876475,6.5033256876475,1
,,NZ27427417,NZ27427418,GRV,,,Z,,,,,C,,STE-S1432600,4.93883650261079,4.93883650261079,1
,,NZ27427420,NZ27427421,GRV,,,Z,,,,,S,,STE-S1432607,9.00533364181763,9.00533364181763,1
,,NZ27427422,NZ27427420,GRV,,,Z,,,,,S,,STE-S1432608,9.11017420248611,9.11017420248611,1
,,NZ27424303,NZ27424201,GRV,"300",,VC,"1925","300","2.70",,F,,STE-S190028,40.9048677942243,40.8887604116605,1.00039393178961
"1240",,NZ27425307,NZ27425208,GRV,"225",,VC,"1925","225","1.80",,C,,STE-S1415120,41.8563371545747,41.8563371545747,1
,,NZ2742P073,NZ2742P002,GRV,,,Z,,,,,F,,STE-S1407417,3.98470542403237,3.98470538430169,1.0000000099708
,,NZ2742P073,NZ2742P074,GRV,,,Z,,,,,F,,STE-S1416773,3.44036291700996,3.44036291700996,1
,,NZ2742P073,NZ2742P003,GRV,,,Z,,,,,F,,STE-S1416774,3.36814028806651,3.36814028806651,1
,,NZ2742A008,NZ2742P073,GRV,"100",,VC,,,,,F,,STE-S1409312,10.402241715751,10.4022416814991,1.00000000329275
,,NZ27424303,NZ2742A008,GRV,,,Z,,,,,F,,STE-S1407418,3.15810465311193,3.15810465311193,1
"2690",,NZ27424301,NZ27424303,GRV,"300",,VC,"1925","300","2.70",,F,,STE-S1407416,40.1327004169864,39.8897933060788,1.00608945524094
,,NZ27425403,NZ27425308,GRV,"225",,Z,"1925","225","2.90",,C,,STE-S189706,97.6925972698802,97.4832783404542,1.00214722907343
"1270",,NZ27425434,NZ27424438,GRV,"150",,,,,,,F,,STE-S1423642,7.44722371088361,7.44722371088361,1
,,NZ27424438,NZ27424437,GRV,"150",,,,,,,F,,STE-S1423641,9.97464234947582,9.97464234947582,1
,,NZ27424437,NZ27424422,GRV,"150",,,,,,,F,,STE-S1245775,10.8868006778961,10.8868006778961,1
,,NZ27422407,NZ27423408,GRV,"225",,CI,,,,,C,,STE-S1423309,15.2729491913298,15.2729491913298,1
,,NZ27425404,NZ27424435,GRV,"350","350",BR,"1875","150","1.50",,C,,STE-S1420822,6.74514356459276,6.62864345099511,1.01757525720895
,,NZ27424435,NZ27424436,GRV,"350","350",Z,,,,,C,,STE-S1420823,5.42685028347039,5.42685028347039,1
,,NZ27424435,NZ27424431,GRV,"350","350",BR,"1875","150","1.50",,C,,STE-S1420817,22.9951108689493,22.8963528973173,1.00431326211973
,,NZ27424433,NZ27424434,GRV,"100",,Z,,,,,C,,STE-S1420821,3.90426292668929,3.90426292668929,1
,,NZ27424431,NZ27424433,GRV,,,Z,,,,,C,,STE-S1420819,2.00353687262459,2.00353687262459,1
,,NZ27424433,NZ2742A013,GRV,"100",,Z,,,,,C,,STE-S1420820,2.53967419166879,2.53967419166879,1
,,NZ27424431,NZ27424428,GRV,"350","350",BR,"1875","150","1.50",,C,,STE-S1420811,1.86677617091456,1.84338492997845,1.01268928727565
,,NZ2742A013,NZ2742P050,GRV,"100",,Z,,,,,C,,STE-S1420818,5.96770056217639,5.96770056217639,1
,,NZ2542A006,NZ2542P048,GRV,,,Z,,,,,C,,STE-S1417538,2.3335123740544,2.3335123740544,1
,,NZ2542P048,NZ2542P047,GRV,,,Z,,,,,C,,STE-S1417536,9.62149910361232,9.62149910361232,1
,,NZ2542P048,NZ2542P049,GRV,,,Z,,,,,C,,STE-S1417537,7.38854735384339,7.38854735384339,1
,,NZ25428403,NZ25428404,GRV,"150",,,,,,,S,,STE-S1241987,7.57522072275309,7.57522072275309,1
"3000",,NZ26433103,NZ26433111,GRV,"450",,CO,"1945","450","2.90",,S,,STE-S1399293,29.7588018072225,29.7588018072225,1
,,NZ26433111,NZ2643WC03,GRV,,,Z,,,,,W,,STE-S1399294,5.28265028180473,5.28265028180473,1
,"2700",NZ26433111,NZ26433105,GRV,"450",,CO,"1945","450","2.90",,S,,STE-S188905,9.23670596048141,9.23670596048141,1
,,NZ2643WC03,NZ2643WC04,GRV,,,Z,,,,,W,,STE-S1399295,21.7465113523684,21.7465113523684,1
,,NZ2643WC04,NZ2643HD11,GRV,,,Z,,,,,S,,STE-S1399296,3.00095218224547,3.00095218224547,1
,,NZ2643WC04,NZ2643WC02,GRV,,,Z,,,,,W,,STE-S1399292,16.933203034224,16.933203034224,1
,"2580",NZ26433210,NZ26433204,GRV,"450",,CO,"1935","450","2.70",,S,,STE-S203834,53.57354141743,53.57354141743,1
,,NZ26442307,NZ26442305,GRV,,,Z,,,,,F,,STE-S1438988,12.2825924380884,12.2825924380884,1
,,NZ25429101,NZ25429209,GRV,,,,,,,,C,,STE-S1260270,33.4254844842021,33.4254844842021,1
,,NZ25429102,NZ2542A006,GRV,,,Z,,,,,C,,STE-S1417539,29.8680385864223,29.8680385864223,1
,,NZ26410204,NZ26410203,GRV,,,PP,,,,,F,,STE-S1421728,3.5010234218241,3.5010234218241,1
,,NZ26410202,NZ26410204,GRV,"100",,VC,"1955","100","1.20",,F,,STE-S1421730,13.7887403341119,13.7887403341119,1
,,NZ26411221,NZ26410202,GRV,"100",,Z,"1955","100","2.00",,F,,STE-S204803,20.7309759779445,20.7309759779445,1
,,NZ2641A009,NZ2641P050,GRV,,,Z,,,,,C,,STE-S1436405,4.33916178549351,4.33916178549351,1
,,NZ26411804,NZ2641A009,GRV,,,Z,,,,,C,,STE-S1436406,16.1767285011076,16.1767285011076,1
